gene_short_name,status,term,estimate,std_err,test_val,p_value,normalized_effect,model_component,q_value
CALM3,OK,dxPD,0.1846616,0.0387936,4.7601,1.95e-06,0.256730538250176,count,0.02862795
RAC1,OK,dxPD,0.1130253,0.0237955,4.7499,2.05e-06,0.160474541348501,count,0.030094
S100A6,OK,dxPD,0.0351588,0.0074016,4.7502,2.05e-06,0.0506650742898805,count,0.030094
HLA-DQB2,OK,dxPD,0.4863837,0.1024669,4.7467,2.08e-06,0.543357765415351,count,0.03053024
S100A10,OK,dxPD,0.0723146,0.0152647,4.7374,2.18e-06,0.103758312461621,count,0.03199586
ZNF350,OK,dxPD,0.4866594,0.103297,4.7113,2.48e-06,0.552558536724968,count,0.03639648
CDC42,OK,dxPD,-0.09446,0.0200771,-4.7049,2.56e-06,-0.134833697403915,count,0.037568
CEPT1,OK,dxPD,-0.5297121,0.1126896,-4.7006,2.61e-06,-0.57594718959119,count,0.03829914
CNOT1,OK,dxPD,0.2481089,0.0527974,4.6993,2.63e-06,0.334673871035882,count,0.03858999
MAP1LC3B,OK,dxPD,0.2099394,0.0447444,4.692,2.73e-06,0.287561862777129,count,0.04005456
RUNX1,OK,dxPD,0.3609044,0.0769561,4.6897,2.76e-06,0.452075571511388,count,0.04049196
MRPL20,OK,dxPD,-0.2001991,0.0427287,-4.6854,2.82e-06,-0.274748801464896,count,0.0413694
COTL1,OK,dxPD,0.0765996,0.0164166,4.666,3.09e-06,0.109681659829491,count,0.04532721
NMI,OK,dxPD,-0.2859491,0.0614473,-4.6536,3.29e-06,-0.374551573951411,count,0.04825772
CCNL1,OK,dxPD,0.1326762,0.0285174,4.6525,3.3e-06,0.187694786522018,count,0.0484011
GPBAR1,OK,dxPD,-0.3076067,0.0662533,-4.6429,3.46e-06,-0.395111182494,count,0.05074436
YWHAG,OK,dxPD,-0.4255872,0.091755,-4.6383,3.54e-06,-0.493116108269954,count,0.0519141
C3AR1,OK,dxPD,-0.6246174,0.1348918,-4.6305,3.67e-06,-0.586023317194565,count,0.05381688
UTS2,OK,dxPD,1.82231,0.3945273,4.619,3.88e-06,0.811084378808117,count,0.05689244
RPP25L,OK,dxPD,-0.5231152,0.1136461,-4.603,4.19e-06,-0.561019910903721,count,0.06143378
ZNF331,OK,dxPD,0.6802347,0.1482465,4.5885,4.5e-06,0.646279833242597,count,0.0659745
GIMAP8,OK,dxPD,-0.6241891,0.1363223,-4.5788,4.71e-06,-0.600033684150548,count,0.0690486
HCK,OK,dxPD,-0.1645677,0.036206,-4.5453,5.52e-06,-0.228903307736264,count,0.08091768
SMIM15,OK,dxPD,-0.5605314,0.1233466,-4.5444,5.55e-06,-0.551801237966048,count,0.0813519
CD14,OK,dxPD,-0.1002114,0.02211,-4.5324,5.87e-06,-0.142790451585509,count,0.08603659
KCTD12,OK,dxPD,-0.206172,0.0454944,-4.5318,5.89e-06,-0.281611404259348,count,0.08632384
RPS14,OK,dxPD,0.0291581,0.0064346,4.5314,5.9e-06,0.042020382437251,count,0.0864645
MTHFS,OK,dxPD,-0.4636591,0.1023936,-4.5282,5.99e-06,-0.519059534958478,count,0.08777746
PPAN,OK,dxPD,-1.007083,0.2230041,-4.516,6.34e-06,-0.588092838647945,count,0.09290002
UBE2K,OK,dxPD,-0.3127393,0.06928,-4.5141,6.4e-06,-0.397701096361608,count,0.0937728
RNF114,OK,dxPD,0.2630627,0.0583403,4.5091,6.55e-06,0.349248351452228,count,0.09596405
GADD45G,OK,dxPD,1.068399,0.2375672,4.4972,6.93e-06,0.745793832221485,count,0.1015245
MRPL27,OK,dxPD,-0.3462076,0.0771076,-4.4899,7.17e-06,-0.430089149759199,count,0.10503333
ZEB2,OK,dxPD,-0.1502074,0.0334691,-4.4879,7.24e-06,-0.210083724066381,count,0.10605152
RBP7,OK,dxPD,0.1560899,0.034831,4.4814,7.47e-06,0.219223248352021,count,0.10941309
CYBB,OK,dxPD,-0.1169311,0.0260996,-4.4802,7.51e-06,-0.166472829472992,count,0.10999146
HSPA8,OK,dxPD,-0.206813,0.0462086,-4.4756,7.67e-06,-0.280775177863258,count,0.11232715
TMCO3,OK,dxPD,0.5437371,0.1215814,4.4722,7.79e-06,0.581381556113758,count,0.11407676
TLR7,OK,dxPD,-0.8923142,0.1997763,-4.4666,8e-06,-0.633608715432814,count,0.117144
TMEM258,OK,dxPD,0.0963896,0.0215884,4.4649,8.06e-06,0.137228473135797,count,0.11801452
FAU,OK,dxPD,0.0484234,0.010846,4.4647,8.07e-06,0.0696245218449859,count,0.11815287
SLC35B3,OK,dxPD,-0.7237859,0.1621278,-4.4643,8.08e-06,-0.592846422871696,count,0.1182912
USP12,OK,dxPD,0.5324376,0.1193858,4.4598,8.26e-06,0.568505616212108,count,0.12091814
IGSF6,OK,dxPD,-0.1356799,0.0304762,-4.452,8.56e-06,-0.19084058540998,count,0.12530128
ECHDC1,OK,dxPD,-0.3324114,0.0748546,-4.4408,9.02e-06,-0.410942748045658,count,0.13202574
KNOP1,OK,dxPD,-0.625394,0.1408356,-4.4406,9.03e-06,-0.562281158717369,count,0.13216308
RPL9,OK,dxPD,0.0574883,0.0129739,4.4311,9.44e-06,0.0825326499523817,count,0.1381544
TMEM131,OK,dxPD,-0.4977974,0.1124811,-4.4256,9.68e-06,-0.532206551134949,count,0.14165712
APLP2,OK,dxPD,0.1232288,0.0278688,4.4217,9.85e-06,0.17418860091233,count,0.14413505
ZYX,OK,dxPD,0.1812608,0.0410285,4.4179,1e-05,0.250098547049151,count,0.14632
OAS1,OK,dxPD,-0.3195531,0.0725045,-4.4074,1.05e-05,-0.400408328328492,count,0.1536255
RAB10,OK,dxPD,-0.2533734,0.0574934,-4.407,1.05e-05,-0.333874060228628,count,0.1536255
PCNA,OK,dxPD,-0.7514759,0.1709854,-4.395,1.11e-05,-0.609171604723443,count,0.1623819
CLECL1,OK,dxPD,-0.5363604,0.1220472,-4.3947,1.12e-05,-0.531180586436119,count,0.1638336
TRMT112,OK,dxPD,-0.143133,0.0326156,-4.3885,1.15e-05,-0.20024154181911,count,0.1682105
S100P,OK,dxPD,0.9040011,0.2066833,4.3738,1.23e-05,0.764964737061533,count,0.1798998
DOCK8,OK,dxPD,-0.2183951,0.0499993,-4.368,1.26e-05,-0.293908713066048,count,0.184275
C19orf60,OK,dxPD,-0.1882652,0.0431514,-4.3629,1.29e-05,-0.257620653353217,count,0.1886496
ZFAND5,OK,dxPD,-0.1504304,0.0344818,-4.3626,1.29e-05,-0.210231140873365,count,0.1886496
PSMA4,OK,dxPD,-0.1458437,0.0335309,-4.3495,1.37e-05,-0.203665820954002,count,0.2003214
BASP1,OK,dxPD,0.3673631,0.0844804,4.3485,1.38e-05,0.454033767765014,count,0.2017698
NR4A2,OK,dxPD,0.1904882,0.0439391,4.3353,1.46e-05,0.261645580060516,count,0.213452
SERPINA1,OK,dxPD,-0.0803404,0.0185361,-4.3343,1.47e-05,-0.114818586101857,count,0.2148993
PELI1,OK,dxPD,-0.3362328,0.077597,-4.3331,1.48e-05,-0.420826892518778,count,0.2163464
DDX58,OK,dxPD,-0.7303662,0.1690131,-4.3214,1.56e-05,-0.586907109902142,count,0.2280252
COX17,OK,dxPD,-0.1868214,0.0433721,-4.3074,1.66e-05,-0.256186315222793,count,0.2426256
BTG2,OK,dxPD,-0.1895779,0.0440204,-4.3066,1.67e-05,-0.259748928530621,count,0.2440705
C1orf131,OK,dxPD,-0.4750275,0.1104687,-4.3001,1.72e-05,-0.503895314059079,count,0.2513608
C9orf69,OK,dxPD,-0.6356672,0.14886,-4.2702,1.96e-05,-0.564958391023579,count,0.2864148
ATP6V1B2,OK,dxPD,-0.2415577,0.0565836,-4.269,1.97e-05,-0.319952755112009,count,0.2878564
CLEC12A,OK,dxPD,0.1559104,0.036532,4.2678,1.98e-05,0.217712120760005,count,0.2892978
CTSL,OK,dxPD,-0.4921997,0.1155047,-4.2613,2.04e-05,-0.503966153246939,count,0.298044
SYNGR1,OK,dxPD,0.321317,0.0755197,4.2547,2.1e-05,0.402022898588733,count,0.306789
RETN,OK,dxPD,-0.2194029,0.0516822,-4.2452,2.2e-05,-0.29736858723022,count,0.321376
SCIMP,OK,dxPD,-0.288195,0.0679618,-4.2405,2.24e-05,-0.367225111229357,count,0.3271968
HBEGF,OK,dxPD,0.4440969,0.1048406,4.2359,2.29e-05,0.508097109646601,count,0.3344774
PSMA3,OK,dxPD,-0.2727289,0.0643832,-4.236,2.29e-05,-0.352246164995707,count,0.3344774
RPS9,OK,dxPD,0.0383573,0.0090573,4.235,2.3e-05,0.0552152774643751,count,0.335892
SRD5A3,OK,dxPD,-0.4600404,0.1087491,-4.2303,2.35e-05,-0.498712407550732,count,0.3431705
ELP3,OK,dxPD,-0.8458674,0.199998,-4.2294,2.36e-05,-0.55885700258804,count,0.3446072
NAPRT1,OK,dxPD,-0.2312321,0.0548534,-4.2155,2.51e-05,-0.308087574638584,count,0.3664851
SAT1,OK,dxPD,-0.0541108,0.0128655,-4.2059,2.61e-05,-0.0778158013169748,count,0.38106
WSB1,OK,dxPD,-0.1949869,0.0464731,-4.1957,2.73e-05,-0.265312526297838,count,0.3985527
LAPTM5,OK,dxPD,0.0871403,0.0207721,4.1951,2.74e-05,0.124193880205672,count,0.3999852
IRF2,OK,dxPD,-0.330399,0.0787724,-4.1944,2.75e-05,-0.406596478898679,count,0.4014175
ABI3,OK,dxPD,-0.2832323,0.0675464,-4.1932,2.76e-05,-0.359511483295929,count,0.4028496
TMEM176A,OK,dxPD,0.2838791,0.0677385,4.1908,2.79e-05,0.370146088922048,count,0.4072005
LIN7A,OK,dxPD,0.6368407,0.1519716,4.1905,2.8e-05,0.609003111705264,count,0.408632
RBX1,OK,dxPD,-0.1474252,0.0352352,-4.184,2.88e-05,-0.205325850708338,count,0.4202784
MT-ND2,OK,dxPD,0.0628354,0.0150401,4.1779,2.96e-05,0.0901059318253238,count,0.4319232
C2orf62,OK,dxPD,-0.3911751,0.0939477,-4.1638,3.15e-05,-0.445946340737568,count,0.4596165
MGAT4A,OK,dxPD,0.3591223,0.0864273,4.1552,3.27e-05,0.439525781220981,count,0.477093
MT-CO3,OK,dxPD,0.034319,0.0082667,4.1515,3.32e-05,0.0494312193413413,count,0.4843548
HP,OK,dxPD,-0.5146286,0.1244212,-4.1362,3.55e-05,-0.519484607511977,count,0.517874
FAM110A,OK,dxPD,-0.3938997,0.0955987,-4.1203,3.8e-05,-0.448140016049063,count,0.554306
SLC12A7,OK,dxPD,-0.5468317,0.1328996,-4.1146,3.9e-05,-0.510682026023303,count,0.568854
CX3CR1,OK,dxPD,-0.4656972,0.1133285,-4.1093,3.99e-05,-0.503854602332212,count,0.5819415
RPS27A,OK,dxPD,0.0351428,0.0085787,4.0965,4.21e-05,0.0506012471248154,count,0.6139864
IFI16,OK,dxPD,-0.2064456,0.0504078,-4.0955,4.23e-05,-0.27859880234272,count,0.6168609
MXI1,OK,dxPD,0.4391126,0.107478,4.0856,4.42e-05,0.497530467139925,count,0.6445244
UNC50,OK,dxPD,-0.3565673,0.0874858,-4.0757,4.61e-05,-0.425652781933024,count,0.6721841
UBL5,OK,dxPD,-0.0882266,0.0216513,-4.0749,4.62e-05,-0.125576513826874,count,0.673596
