gene_ids moduleColors
ENSG00000013583 turquoise
ENSG00000013810 turquoise
ENSG00000014123 blue
ENSG00000014138 turquoise
ENSG00000014164 turquoise
ENSG00000014216 turquoise
ENSG00000014257 blue
ENSG00000014641 blue
ENSG00000014824 blue
ENSG00000014914 turquoise
ENSG00000014919 blue
ENSG00000015133 turquoise
ENSG00000015153 blue
ENSG00000015171 blue
ENSG00000015285 turquoise
ENSG00000015475 blue
ENSG00000015479 blue
ENSG00000015532 turquoise
ENSG00000015568 blue
ENSG00000015676 turquoise
ENSG00000016864 red
ENSG00000017260 blue
ENSG00000017621 turquoise
ENSG00000017797 blue
ENSG00000018189 blue
ENSG00000018280 turquoise
ENSG00000018510 blue
ENSG00000018610 blue
ENSG00000018699 blue
ENSG00000018869 red
ENSG00000019102 turquoise
ENSG00000019144 turquoise
ENSG00000019169 turquoise
ENSG00000019485 turquoise
ENSG00000019582 turquoise
ENSG00000019991 red
ENSG00000019995 blue
ENSG00000020129 turquoise
ENSG00000020181 turquoise
ENSG00000020256 turquoise
ENSG00000020426 blue
ENSG00000020577 red
ENSG00000020633 turquoise
ENSG00000020922 blue
ENSG00000021355 blue
ENSG00000021574 blue
ENSG00000021762 turquoise
ENSG00000021776 red
ENSG00000022267 pink
ENSG00000022277 blue
ENSG00000022567 turquoise
ENSG00000022840 turquoise
ENSG00000022976 turquoise
ENSG00000023041 red
ENSG00000023171 turquoise
ENSG00000023191 turquoise
ENSG00000023228 blue
ENSG00000023287 red
ENSG00000023318 blue
ENSG00000023330 blue
ENSG00000023445 blue
ENSG00000023516 red
ENSG00000023572 blue
ENSG00000023608 blue
ENSG00000023697 blue
ENSG00000023734 black
ENSG00000023839 turquoise
ENSG00000023892 turquoise
ENSG00000023902 turquoise
ENSG00000023909 blue
ENSG00000024048 red
ENSG00000024862 red
ENSG00000025039 blue
ENSG00000025156 blue
ENSG00000025293 blue
ENSG00000025434 turquoise
ENSG00000025708 turquoise
ENSG00000025770 turquoise
ENSG00000025772 blue
ENSG00000025796 blue
ENSG00000025800 blue
ENSG00000026025 turquoise
ENSG00000026036 turquoise
ENSG00000026103 blue
ENSG00000026297 turquoise
ENSG00000026508 blue
ENSG00000026652 turquoise
ENSG00000026751 red
ENSG00000026950 turquoise
ENSG00000027001 blue
ENSG00000027075 blue
ENSG00000027697 blue
ENSG00000027847 turquoise
ENSG00000028116 blue
ENSG00000028137 turquoise
ENSG00000028203 blue
ENSG00000028277 turquoise
ENSG00000028310 turquoise
ENSG00000028528 turquoise
ENSG00000028839 blue
ENSG00000029153 blue
ENSG00000029363 blue
ENSG00000029364 red
ENSG00000029534 pink
ENSG00000029639 blue
ENSG00000029725 red
ENSG00000029993 blue
ENSG00000030066 red
ENSG00000030110 turquoise
ENSG00000030582 turquoise
ENSG00000031003 blue
ENSG00000031081 turquoise
ENSG00000031691 red
ENSG00000031698 blue
ENSG00000031823 turquoise
ENSG00000032219 blue
ENSG00000032389 turquoise
ENSG00000032444 turquoise
ENSG00000032742 blue
ENSG00000033011 turquoise
ENSG00000033030 blue
ENSG00000033050 blue
ENSG00000033100 turquoise
ENSG00000033170 blue
ENSG00000033178 blue
ENSG00000033327 turquoise
ENSG00000033627 turquoise
ENSG00000033800 blue
ENSG00000033867 blue
ENSG00000034063 turquoise
ENSG00000034152 turquoise
ENSG00000034510 blue
ENSG00000034533 red
ENSG00000034677 blue
ENSG00000034693 blue
ENSG00000034713 blue
ENSG00000035115 blue
ENSG00000035141 blue
ENSG00000035403 turquoise
ENSG00000035664 turquoise
ENSG00000035681 blue
ENSG00000035687 red
ENSG00000035862 turquoise
ENSG00000035928 blue
ENSG00000036054 red
ENSG00000036257 red
ENSG00000036549 blue
ENSG00000037042 turquoise
ENSG00000037241 blue
ENSG00000037474 red
ENSG00000037637 blue
ENSG00000037749 red
ENSG00000037757 turquoise
ENSG00000037897 turquoise
ENSG00000038002 blue
ENSG00000038210 red
ENSG00000038219 blue
ENSG00000038274 red
ENSG00000038358 turquoise
ENSG00000038382 turquoise
ENSG00000038427 blue
ENSG00000038532 turquoise
ENSG00000038945 blue
ENSG00000039123 blue
ENSG00000039319 red
ENSG00000039523 turquoise
ENSG00000039650 turquoise
ENSG00000040199 blue
ENSG00000040275 blue
ENSG00000040341 blue
ENSG00000040487 turquoise
ENSG00000040531 turquoise
ENSG00000040633 turquoise
ENSG00000040933 turquoise
ENSG00000041353 pink
ENSG00000041357 red
ENSG00000041802 blue
ENSG00000041880 turquoise
ENSG00000041988 turquoise
ENSG00000042062 turquoise
ENSG00000042088 blue
ENSG00000042286 turquoise
ENSG00000042317 blue
ENSG00000042429 blue
ENSG00000042445 turquoise
ENSG00000042493 turquoise
ENSG00000042753 turquoise
ENSG00000042832 turquoise
ENSG00000042980 blue
ENSG00000043093 blue
ENSG00000043143 turquoise
ENSG00000043462 red
ENSG00000043514 red
ENSG00000043591 black
ENSG00000044090 turquoise
ENSG00000044115 blue
ENSG00000044446 turquoise
ENSG00000044459 blue
ENSG00000044574 turquoise
ENSG00000046647 turquoise
ENSG00000046651 blue
ENSG00000047056 turquoise
ENSG00000047188 red
ENSG00000047230 blue
ENSG00000047249 blue
ENSG00000047315 red
ENSG00000047346 blue
ENSG00000047365 blue
ENSG00000047410 blue
ENSG00000047578 turquoise
ENSG00000047579 turquoise
ENSG00000047597 pink
ENSG00000047621 red
ENSG00000047634 blue
ENSG00000047644 turquoise
ENSG00000047648 pink
ENSG00000047662 green
ENSG00000047849 turquoise
ENSG00000047932 red
ENSG00000048028 red
ENSG00000048052 blue
ENSG00000048140 turquoise
ENSG00000048162 blue
ENSG00000048342 blue
ENSG00000048392 blue
ENSG00000048405 blue
ENSG00000048471 turquoise
ENSG00000048544 blue
ENSG00000048649 blue
ENSG00000048707 blue
ENSG00000048740 blue
ENSG00000048828 turquoise
ENSG00000048991 turquoise
ENSG00000049089 turquoise
ENSG00000049167 blue
ENSG00000049239 turquoise
ENSG00000049245 blue
ENSG00000049246 blue
ENSG00000049249 turquoise
ENSG00000049323 pink
ENSG00000049449 blue
ENSG00000049541 turquoise
ENSG00000049618 turquoise
ENSG00000049656 turquoise
ENSG00000049759 blue
ENSG00000049769 turquoise
ENSG00000049860 blue
ENSG00000049883 red
ENSG00000050130 blue
ENSG00000050344 blue
ENSG00000050393 blue
ENSG00000050405 blue
ENSG00000050426 blue
ENSG00000050438 green
ENSG00000050748 blue
ENSG00000051009 turquoise
ENSG00000051108 black
ENSG00000051128 turquoise
ENSG00000051341 blue
ENSG00000051382 blue
ENSG00000051523 turquoise
ENSG00000051596 blue
ENSG00000051620 blue
ENSG00000051825 blue
ENSG00000052126 blue
ENSG00000052723 blue
ENSG00000052749 turquoise
ENSG00000052795 blue
ENSG00000052802 blue
ENSG00000052841 blue
ENSG00000053254 blue
ENSG00000053371 turquoise
ENSG00000053372 blue
ENSG00000053438 turquoise
ENSG00000053501 turquoise
ENSG00000053524 green
ENSG00000053702 turquoise
ENSG00000053770 red
ENSG00000053900 blue
ENSG00000053918 turquoise
ENSG00000054116 blue
ENSG00000054118 red
ENSG00000054148 turquoise
ENSG00000054219 blue
ENSG00000054267 blue
ENSG00000054277 blue
ENSG00000054282 blue
ENSG00000054392 turquoise
ENSG00000054523 blue
ENSG00000054611 turquoise
ENSG00000054654 green
ENSG00000054690 green
ENSG00000054793 pink
ENSG00000054965 green
ENSG00000054967 turquoise
ENSG00000054983 blue
ENSG00000055044 blue
ENSG00000055070 turquoise
ENSG00000055130 blue
ENSG00000055147 red
ENSG00000055163 turquoise
ENSG00000055208 blue
ENSG00000055211 blue
ENSG00000055332 blue
ENSG00000055483 turquoise
ENSG00000055609 red
ENSG00000055917 red
ENSG00000055950 turquoise
ENSG00000055955 turquoise
ENSG00000055957 turquoise
ENSG00000056050 blue
ENSG00000056097 blue
ENSG00000056277 blue
ENSG00000056558 turquoise
ENSG00000056586 blue
ENSG00000056736 blue
ENSG00000056972 turquoise
ENSG00000057019 blue
ENSG00000057252 red
ENSG00000057294 blue
ENSG00000057608 blue
ENSG00000057657 black
ENSG00000057663 blue
ENSG00000057704 blue
ENSG00000057757 blue
ENSG00000057935 blue
ENSG00000058056 blue
ENSG00000058063 blue
ENSG00000058091 blue
ENSG00000058262 turquoise
ENSG00000058272 blue
ENSG00000058453 turquoise
ENSG00000058600 turquoise
ENSG00000058668 red
ENSG00000058673 blue
ENSG00000058729 blue
ENSG00000058799 blue
ENSG00000058804 blue
ENSG00000058866 turquoise
ENSG00000059122 turquoise
ENSG00000059145 turquoise
ENSG00000059377 turquoise
ENSG00000059378 turquoise
ENSG00000059573 blue
ENSG00000059588 blue
ENSG00000059691 red
ENSG00000059728 black
ENSG00000059758 blue
ENSG00000059769 blue
ENSG00000059804 black
ENSG00000059915 turquoise
ENSG00000060069 turquoise
ENSG00000060138 blue
ENSG00000060237 turquoise
ENSG00000060339 red
ENSG00000060491 turquoise
ENSG00000060558 turquoise
ENSG00000060642 turquoise
ENSG00000060688 blue
ENSG00000060749 blue
ENSG00000060762 blue
ENSG00000060971 turquoise
ENSG00000060982 blue
ENSG00000061273 turquoise
ENSG00000061794 blue
ENSG00000061918 pink
ENSG00000061936 turquoise
ENSG00000061938 turquoise
ENSG00000061987 red
ENSG00000062194 blue
ENSG00000062282 turquoise
ENSG00000062485 turquoise
ENSG00000062582 blue
ENSG00000062598 turquoise
ENSG00000062650 blue
ENSG00000062716 blue
ENSG00000062725 red
ENSG00000062822 turquoise
ENSG00000063046 blue
ENSG00000063169 turquoise
ENSG00000063176 turquoise
ENSG00000063177 turquoise
ENSG00000063241 turquoise
ENSG00000063244 turquoise
ENSG00000063245 turquoise
ENSG00000063322 turquoise
ENSG00000063587 turquoise
ENSG00000063601 red
ENSG00000063761 turquoise
ENSG00000063854 turquoise
ENSG00000063978 red
ENSG00000064012 blue
ENSG00000064102 red
ENSG00000064115 blue
ENSG00000064199 blue
ENSG00000064201 turquoise
ENSG00000064225 blue
ENSG00000064313 red
ENSG00000064393 turquoise
ENSG00000064419 blue
ENSG00000064489 turquoise
ENSG00000064490 turquoise
ENSG00000064545 turquoise
ENSG00000064547 turquoise
ENSG00000064601 turquoise
ENSG00000064607 green
ENSG00000064651 blue
ENSG00000064652 blue
ENSG00000064666 turquoise
ENSG00000064687 turquoise
ENSG00000064703 blue
ENSG00000064726 blue
ENSG00000064763 blue
ENSG00000064886 blue
ENSG00000064932 turquoise
ENSG00000064933 blue
ENSG00000064961 turquoise
ENSG00000064989 blue
ENSG00000064995 blue
ENSG00000064999 turquoise
ENSG00000065000 turquoise
ENSG00000065029 turquoise
ENSG00000065054 turquoise
ENSG00000065057 turquoise
ENSG00000065060 turquoise
ENSG00000065135 blue
ENSG00000065150 blue
ENSG00000065154 blue
ENSG00000065183 red
ENSG00000065243 blue
ENSG00000065268 turquoise
ENSG00000065308 turquoise
ENSG00000065320 turquoise
ENSG00000065357 turquoise
ENSG00000065413 blue
ENSG00000065427 blue
ENSG00000065457 red
ENSG00000065485 blue
ENSG00000065491 turquoise
ENSG00000065518 blue
ENSG00000065526 turquoise
ENSG00000065534 pink
ENSG00000065548 blue
ENSG00000065559 red
ENSG00000065600 blue
ENSG00000065613 blue
ENSG00000065615 blue
ENSG00000065802 turquoise
ENSG00000065809 blue
ENSG00000065833 blue
ENSG00000065882 blue
ENSG00000065883 red
ENSG00000065911 blue
ENSG00000065923 blue
ENSG00000065970 turquoise
ENSG00000065978 blue
ENSG00000065989 turquoise
ENSG00000066027 blue
ENSG00000066044 turquoise
ENSG00000066084 blue
ENSG00000066117 turquoise
ENSG00000066135 red
ENSG00000066136 turquoise
ENSG00000066279 blue
ENSG00000066294 blue
ENSG00000066322 turquoise
ENSG00000066336 turquoise
ENSG00000066379 red
ENSG00000066422 blue
ENSG00000066427 red
ENSG00000066455 blue
ENSG00000066557 blue
ENSG00000066583 blue
ENSG00000066651 blue
ENSG00000066654 blue
ENSG00000066697 blue
ENSG00000066739 red
ENSG00000066777 red
ENSG00000066827 turquoise
ENSG00000066855 blue
ENSG00000066923 turquoise
ENSG00000066926 blue
ENSG00000066933 blue
ENSG00000067057 turquoise
ENSG00000067064 black
ENSG00000067066 blue
ENSG00000067082 turquoise
ENSG00000067167 blue
ENSG00000067182 turquoise
ENSG00000067191 turquoise
ENSG00000067208 blue
ENSG00000067221 turquoise
ENSG00000067225 turquoise
ENSG00000067248 blue
ENSG00000067334 black
ENSG00000067365 turquoise
ENSG00000067369 blue
ENSG00000067533 blue
ENSG00000067560 blue
ENSG00000067596 blue
ENSG00000067606 turquoise
ENSG00000067704 blue
ENSG00000067798 blue
ENSG00000067829 turquoise
ENSG00000067836 turquoise
ENSG00000067900 blue
ENSG00000067955 blue
ENSG00000067992 blue
ENSG00000068001 turquoise
ENSG00000068024 turquoise
ENSG00000068028 turquoise
ENSG00000068079 turquoise
ENSG00000068097 red
ENSG00000068120 turquoise
ENSG00000068137 turquoise
ENSG00000068305 red
ENSG00000068308 turquoise
ENSG00000068323 turquoise
ENSG00000068354 turquoise
ENSG00000068366 blue
ENSG00000068383 turquoise
ENSG00000068394 blue
ENSG00000068400 turquoise
ENSG00000068438 turquoise
ENSG00000068489 red
ENSG00000068650 turquoise
ENSG00000068654 turquoise
ENSG00000068697 blue
ENSG00000068724 turquoise
ENSG00000068745 turquoise
ENSG00000068784 blue
ENSG00000068793 turquoise
ENSG00000068796 blue
ENSG00000068831 turquoise
ENSG00000068878 blue
ENSG00000068885 blue
ENSG00000068903 turquoise
ENSG00000068912 blue
ENSG00000068971 turquoise
ENSG00000068976 turquoise
ENSG00000069020 pink
ENSG00000069248 red
ENSG00000069275 blue
ENSG00000069329 red
ENSG00000069345 blue
ENSG00000069399 turquoise
ENSG00000069424 turquoise
ENSG00000069431 green
ENSG00000069493 blue
ENSG00000069509 blue
ENSG00000069712 blue
ENSG00000069849 blue
ENSG00000069869 green
ENSG00000069943 blue
ENSG00000069956 black
ENSG00000069966 pink
ENSG00000069974 blue
ENSG00000069998 turquoise
ENSG00000070010 turquoise
ENSG00000070047 turquoise
ENSG00000070061 red
ENSG00000070081 blue
ENSG00000070182 turquoise
ENSG00000070190 red
ENSG00000070214 blue
ENSG00000070269 blue
ENSG00000070366 turquoise
ENSG00000070367 red
ENSG00000070371 turquoise
ENSG00000070404 turquoise
ENSG00000070413 turquoise
ENSG00000070423 turquoise
ENSG00000070444 turquoise
ENSG00000070476 turquoise
ENSG00000070495 black
ENSG00000070501 blue
ENSG00000070540 blue
ENSG00000070601 green
ENSG00000070610 turquoise
ENSG00000070614 turquoise
ENSG00000070669 blue
ENSG00000070718 blue
ENSG00000070731 black
ENSG00000070756 turquoise
ENSG00000070759 turquoise
ENSG00000070761 red
ENSG00000070770 blue
ENSG00000070785 blue
ENSG00000070814 turquoise
ENSG00000070831 blue
ENSG00000070882 blue
ENSG00000070950 blue
ENSG00000070961 blue
ENSG00000071051 turquoise
ENSG00000071054 blue
ENSG00000071073 blue
ENSG00000071082 blue
ENSG00000071127 turquoise
ENSG00000071189 blue
ENSG00000071205 blue
ENSG00000071242 turquoise
ENSG00000071243 blue
ENSG00000071246 turquoise
ENSG00000071462 turquoise
ENSG00000071537 blue
ENSG00000071553 turquoise
ENSG00000071564 turquoise
ENSG00000071575 blue
ENSG00000071626 turquoise
ENSG00000071655 turquoise
ENSG00000071794 red
ENSG00000071859 turquoise
ENSG00000071889 turquoise
ENSG00000071894 turquoise
ENSG00000071967 red
ENSG00000071994 blue
ENSG00000072042 blue
ENSG00000072062 turquoise
ENSG00000072071 turquoise
ENSG00000072110 turquoise
ENSG00000072121 turquoise
ENSG00000072134 turquoise
ENSG00000072135 turquoise
ENSG00000072210 red
ENSG00000072274 black
ENSG00000072310 turquoise
ENSG00000072364 blue
ENSG00000072401 blue
ENSG00000072415 blue
ENSG00000072422 pink
ENSG00000072501 red
ENSG00000072506 turquoise
ENSG00000072518 turquoise
ENSG00000072609 turquoise
ENSG00000072694 turquoise
ENSG00000072736 blue
ENSG00000072756 red
ENSG00000072778 turquoise
ENSG00000072786 turquoise
ENSG00000072803 blue
ENSG00000072818 turquoise
ENSG00000072840 turquoise
ENSG00000072849 blue
ENSG00000072858 blue
ENSG00000072864 turquoise
ENSG00000072952 red
ENSG00000072954 turquoise
ENSG00000072958 turquoise
ENSG00000073008 turquoise
ENSG00000073009 turquoise
ENSG00000073050 turquoise
ENSG00000073060 turquoise
ENSG00000073111 turquoise
ENSG00000073150 turquoise
ENSG00000073169 turquoise
ENSG00000073331 red
ENSG00000073350 turquoise
ENSG00000073417 blue
ENSG00000073464 turquoise
ENSG00000073536 turquoise
ENSG00000073578 turquoise
ENSG00000073584 blue
ENSG00000073605 turquoise
ENSG00000073614 red
ENSG00000073711 blue
ENSG00000073712 turquoise
ENSG00000073737 red
ENSG00000073756 blue
ENSG00000073792 turquoise
ENSG00000073803 blue
ENSG00000073849 red
ENSG00000073910 turquoise
ENSG00000073921 blue
ENSG00000073969 red
ENSG00000074054 turquoise
ENSG00000074071 turquoise
ENSG00000074181 turquoise
ENSG00000074201 blue
ENSG00000074266 blue
ENSG00000074319 red
ENSG00000074356 blue
ENSG00000074370 turquoise
ENSG00000074416 turquoise
ENSG00000074582 turquoise
ENSG00000074603 blue
ENSG00000074621 green
ENSG00000074657 turquoise
ENSG00000074660 turquoise
ENSG00000074695 blue
ENSG00000074696 blue
ENSG00000074706 blue
ENSG00000074755 turquoise
ENSG00000074800 turquoise
ENSG00000074842 turquoise
ENSG00000074855 turquoise
ENSG00000074935 blue
ENSG00000074964 turquoise
ENSG00000075073 turquoise
ENSG00000075089 red
ENSG00000075131 blue
ENSG00000075142 blue
ENSG00000075151 blue
ENSG00000075188 blue
ENSG00000075223 blue
ENSG00000075234 turquoise
ENSG00000075239 blue
ENSG00000075240 turquoise
ENSG00000075292 red
ENSG00000075303 blue
ENSG00000075336 red
ENSG00000075340 turquoise
ENSG00000075391 blue
ENSG00000075399 turquoise
ENSG00000075407 red
ENSG00000075413 blue
ENSG00000075415 blue
ENSG00000075420 blue
ENSG00000075426 black
ENSG00000075539 red
ENSG00000075568 red
ENSG00000075618 turquoise
ENSG00000075624 turquoise
ENSG00000075651 blue
ENSG00000075702 turquoise
ENSG00000075711 blue
ENSG00000075785 turquoise
ENSG00000075790 blue
ENSG00000075826 turquoise
ENSG00000075856 red
ENSG00000075884 blue
ENSG00000075914 blue
ENSG00000075945 red
ENSG00000075975 blue
ENSG00000076003 blue
ENSG00000076043 blue
ENSG00000076053 black
ENSG00000076067 turquoise
ENSG00000076108 turquoise
ENSG00000076201 turquoise
ENSG00000076242 red
ENSG00000076248 red
ENSG00000076258 blue
ENSG00000076321 blue
ENSG00000076351 turquoise
ENSG00000076356 turquoise
ENSG00000076382 blue
ENSG00000076513 blue
ENSG00000076555 turquoise
ENSG00000076604 turquoise
ENSG00000076641 blue
ENSG00000076650 red
ENSG00000076662 turquoise
ENSG00000076685 red
ENSG00000076716 blue
ENSG00000076770 blue
ENSG00000076924 turquoise
ENSG00000076928 turquoise
ENSG00000076944 turquoise
ENSG00000076984 turquoise
ENSG00000077044 turquoise
ENSG00000077063 blue
ENSG00000077097 red
ENSG00000077147 blue
ENSG00000077150 turquoise
ENSG00000077157 green
ENSG00000077232 blue
ENSG00000077235 turquoise
ENSG00000077238 turquoise
ENSG00000077254 blue
ENSG00000077312 turquoise
ENSG00000077348 turquoise
ENSG00000077380 red
ENSG00000077420 turquoise
ENSG00000077454 turquoise
ENSG00000077458 blue
ENSG00000077463 turquoise
ENSG00000077514 red
ENSG00000077549 turquoise
ENSG00000077585 red
ENSG00000077684 blue
ENSG00000077713 blue
ENSG00000077721 blue
ENSG00000077782 turquoise
ENSG00000077809 blue
ENSG00000078043 blue
ENSG00000078061 turquoise
ENSG00000078070 blue
ENSG00000078124 blue
ENSG00000078140 blue
ENSG00000078142 red
ENSG00000078177 blue
ENSG00000078237 blue
ENSG00000078246 blue
ENSG00000078269 blue
ENSG00000078304 blue
ENSG00000078319 blue
ENSG00000078369 turquoise
ENSG00000078403 blue
ENSG00000078487 turquoise
ENSG00000078618 blue
ENSG00000078668 blue
ENSG00000078674 blue
ENSG00000078687 turquoise
ENSG00000078699 turquoise
ENSG00000078747 blue
ENSG00000078804 turquoise
ENSG00000078808 turquoise
ENSG00000078814 turquoise
ENSG00000078902 turquoise
ENSG00000078967 turquoise
ENSG00000079134 blue
ENSG00000079215 red
ENSG00000079246 blue
ENSG00000079257 blue
ENSG00000079263 blue
ENSG00000079277 turquoise
ENSG00000079308 turquoise
ENSG00000079313 turquoise
ENSG00000079332 blue
ENSG00000079335 blue
ENSG00000079337 turquoise
ENSG00000079387 blue
ENSG00000079432 turquoise
ENSG00000079459 blue
ENSG00000079462 turquoise
ENSG00000079482 green
ENSG00000079616 turquoise
ENSG00000079691 blue
ENSG00000079739 turquoise
ENSG00000079785 red
ENSG00000079805 turquoise
ENSG00000079819 blue
ENSG00000079950 red
ENSG00000079974 turquoise
ENSG00000079999 turquoise
ENSG00000080189 turquoise
ENSG00000080200 red
ENSG00000080298 blue
ENSG00000080345 red
ENSG00000080371 blue
ENSG00000080503 turquoise
ENSG00000080546 blue
ENSG00000080603 turquoise
ENSG00000080608 blue
ENSG00000080802 blue
ENSG00000080815 red
ENSG00000080819 red
ENSG00000080822 blue
ENSG00000080824 blue
ENSG00000080839 blue
ENSG00000080845 turquoise
ENSG00000080947 turquoise
ENSG00000081014 red
ENSG00000081019 blue
