gene_ids moduleColors
ENSG00000110852 blue
ENSG00000110871 blue
ENSG00000110876 turquoise
ENSG00000110880 blue
ENSG00000110888 blue
ENSG00000110906 turquoise
ENSG00000110911 blue
ENSG00000110917 red
ENSG00000110921 turquoise
ENSG00000110925 turquoise
ENSG00000110931 turquoise
ENSG00000110934 turquoise
ENSG00000110944 turquoise
ENSG00000110955 blue
ENSG00000110958 blue
ENSG00000110987 turquoise
ENSG00000111011 blue
ENSG00000111052 blue
ENSG00000111077 turquoise
ENSG00000111110 turquoise
ENSG00000111142 blue
ENSG00000111144 blue
ENSG00000111145 blue
ENSG00000111181 turquoise
ENSG00000111186 turquoise
ENSG00000111196 blue
ENSG00000111199 turquoise
ENSG00000111203 turquoise
ENSG00000111206 turquoise
ENSG00000111215 turquoise
ENSG00000111224 blue
ENSG00000111229 blue
ENSG00000111231 red
ENSG00000111237 blue
ENSG00000111247 blue
ENSG00000111252 turquoise
ENSG00000111261 red
ENSG00000111266 turquoise
ENSG00000111269 blue
ENSG00000111271 turquoise
ENSG00000111275 blue
ENSG00000111276 blue
ENSG00000111300 blue
ENSG00000111321 turquoise
ENSG00000111325 turquoise
ENSG00000111328 blue
ENSG00000111331 turquoise
ENSG00000111335 red
ENSG00000111348 blue
ENSG00000111358 blue
ENSG00000111361 blue
ENSG00000111364 blue
ENSG00000111371 blue
ENSG00000111412 red
ENSG00000111424 turquoise
ENSG00000111445 blue
ENSG00000111450 blue
ENSG00000111452 turquoise
ENSG00000111481 blue
ENSG00000111490 blue
ENSG00000111530 red
ENSG00000111540 blue
ENSG00000111554 blue
ENSG00000111581 red
ENSG00000111596 blue
ENSG00000111602 turquoise
ENSG00000111605 blue
ENSG00000111615 blue
ENSG00000111639 blue
ENSG00000111640 turquoise
ENSG00000111641 turquoise
ENSG00000111642 blue
ENSG00000111644 turquoise
ENSG00000111647 blue
ENSG00000111652 turquoise
ENSG00000111653 blue
ENSG00000111666 blue
ENSG00000111667 turquoise
ENSG00000111669 blue
ENSG00000111670 red
ENSG00000111671 turquoise
ENSG00000111676 turquoise
ENSG00000111678 turquoise
ENSG00000111679 turquoise
ENSG00000111684 turquoise
ENSG00000111696 turquoise
ENSG00000111707 blue
ENSG00000111711 blue
ENSG00000111716 blue
ENSG00000111725 turquoise
ENSG00000111726 blue
ENSG00000111727 red
ENSG00000111729 blue
ENSG00000111731 red
ENSG00000111737 turquoise
ENSG00000111752 blue
ENSG00000111775 blue
ENSG00000111785 red
ENSG00000111786 blue
ENSG00000111790 blue
ENSG00000111801 red
ENSG00000111802 blue
ENSG00000111817 red
ENSG00000111832 blue
ENSG00000111837 blue
ENSG00000111843 blue
ENSG00000111845 blue
ENSG00000111846 blue
ENSG00000111850 blue
ENSG00000111859 blue
ENSG00000111860 blue
ENSG00000111875 red
ENSG00000111877 blue
ENSG00000111880 blue
ENSG00000111885 blue
ENSG00000111897 blue
ENSG00000111906 blue
ENSG00000111911 blue
ENSG00000111912 blue
ENSG00000111913 red
ENSG00000111961 blue
ENSG00000111962 blue
ENSG00000112029 red
ENSG00000112031 blue
ENSG00000112033 turquoise
ENSG00000112039 turquoise
ENSG00000112053 turquoise
ENSG00000112062 red
ENSG00000112078 blue
ENSG00000112079 red
ENSG00000112081 blue
ENSG00000112096 blue
ENSG00000112110 blue
ENSG00000112118 red
ENSG00000112130 red
ENSG00000112137 black
ENSG00000112144 red
ENSG00000112146 blue
ENSG00000112149 black
ENSG00000112159 red
ENSG00000112167 blue
ENSG00000112195 turquoise
ENSG00000112200 blue
ENSG00000112210 blue
ENSG00000112234 red
ENSG00000112237 blue
ENSG00000112242 blue
ENSG00000112245 blue
ENSG00000112249 red
ENSG00000112282 red
ENSG00000112290 blue
ENSG00000112297 red
ENSG00000112299 blue
ENSG00000112303 blue
ENSG00000112304 blue
ENSG00000112305 blue
ENSG00000112306 blue
ENSG00000112308 blue
ENSG00000112309 blue
ENSG00000112312 blue
ENSG00000112335 blue
ENSG00000112339 blue
ENSG00000112343 red
ENSG00000112357 blue
ENSG00000112365 blue
ENSG00000112367 blue
ENSG00000112406 black
ENSG00000112419 blue
ENSG00000112425 blue
ENSG00000112473 turquoise
ENSG00000112486 turquoise
ENSG00000112511 turquoise
ENSG00000112514 turquoise
ENSG00000112531 blue
ENSG00000112561 turquoise
ENSG00000112576 turquoise
ENSG00000112578 turquoise
ENSG00000112584 turquoise
ENSG00000112592 red
ENSG00000112624 red
ENSG00000112640 turquoise
ENSG00000112651 turquoise
ENSG00000112658 turquoise
ENSG00000112659 turquoise
ENSG00000112664 blue
ENSG00000112667 turquoise
ENSG00000112679 turquoise
ENSG00000112685 blue
ENSG00000112695 blue
ENSG00000112697 blue
ENSG00000112699 turquoise
ENSG00000112701 blue
ENSG00000112715 black
ENSG00000112739 blue
ENSG00000112759 turquoise
ENSG00000112763 red
ENSG00000112773 blue
ENSG00000112787 turquoise
ENSG00000112799 blue
ENSG00000112851 blue
ENSG00000112855 red
ENSG00000112874 blue
ENSG00000112877 turquoise
ENSG00000112893 blue
ENSG00000112941 turquoise
ENSG00000112972 blue
ENSG00000112977 turquoise
ENSG00000112983 red
ENSG00000112992 blue
ENSG00000112996 blue
ENSG00000113013 blue
ENSG00000113048 blue
ENSG00000113068 blue
ENSG00000113070 black
ENSG00000113108 turquoise
ENSG00000113119 turquoise
ENSG00000113140 pink
ENSG00000113141 blue
ENSG00000113161 red
ENSG00000113163 blue
ENSG00000113194 blue
ENSG00000113231 blue
ENSG00000113240 blue
ENSG00000113269 blue
ENSG00000113272 blue
ENSG00000113273 turquoise
ENSG00000113282 blue
ENSG00000113300 red
ENSG00000113312 blue
ENSG00000113318 blue
ENSG00000113328 blue
ENSG00000113360 blue
ENSG00000113368 red
ENSG00000113369 blue
ENSG00000113384 red
ENSG00000113387 blue
ENSG00000113391 blue
ENSG00000113407 blue
ENSG00000113441 blue
ENSG00000113448 black
ENSG00000113456 red
ENSG00000113460 blue
ENSG00000113494 blue
ENSG00000113504 turquoise
ENSG00000113522 red
ENSG00000113532 red
ENSG00000113552 blue
ENSG00000113555 turquoise
ENSG00000113558 blue
ENSG00000113569 red
ENSG00000113575 blue
ENSG00000113580 blue
ENSG00000113583 blue
ENSG00000113593 blue
ENSG00000113595 blue
ENSG00000113597 blue
ENSG00000113615 blue
ENSG00000113621 red
ENSG00000113638 red
ENSG00000113643 blue
ENSG00000113648 turquoise
ENSG00000113649 blue
ENSG00000113658 blue
ENSG00000113712 blue
ENSG00000113716 turquoise
ENSG00000113719 turquoise
ENSG00000113721 turquoise
ENSG00000113732 red
ENSG00000113734 black
ENSG00000113742 blue
ENSG00000113749 turquoise
ENSG00000113758 turquoise
ENSG00000113761 turquoise
ENSG00000113763 turquoise
ENSG00000113790 red
ENSG00000113810 blue
ENSG00000113811 blue
ENSG00000113812 blue
ENSG00000113838 blue
ENSG00000113845 red
ENSG00000113851 blue
ENSG00000113916 turquoise
ENSG00000113971 blue
ENSG00000114013 blue
ENSG00000114021 blue
ENSG00000114023 blue
ENSG00000114026 turquoise
ENSG00000114030 blue
ENSG00000114054 blue
ENSG00000114062 blue
ENSG00000114098 red
ENSG00000114107 blue
ENSG00000114120 black
ENSG00000114125 blue
ENSG00000114126 blue
ENSG00000114127 red
ENSG00000114166 blue
ENSG00000114209 blue
ENSG00000114268 turquoise
ENSG00000114302 blue
ENSG00000114315 black
ENSG00000114316 turquoise
ENSG00000114331 blue
ENSG00000114346 blue
ENSG00000114353 turquoise
ENSG00000114354 blue
ENSG00000114378 turquoise
ENSG00000114383 blue
ENSG00000114388 turquoise
ENSG00000114391 blue
ENSG00000114395 turquoise
ENSG00000114405 blue
ENSG00000114416 blue
ENSG00000114423 blue
ENSG00000114439 blue
ENSG00000114446 blue
ENSG00000114450 blue
ENSG00000114473 blue
ENSG00000114480 blue
ENSG00000114491 red
ENSG00000114503 blue
ENSG00000114520 blue
ENSG00000114541 blue
ENSG00000114544 turquoise
ENSG00000114554 turquoise
ENSG00000114573 red
ENSG00000114626 turquoise
ENSG00000114648 turquoise
ENSG00000114650 turquoise
ENSG00000114670 blue
ENSG00000114686 blue
ENSG00000114735 turquoise
ENSG00000114737 turquoise
ENSG00000114738 turquoise
ENSG00000114739 turquoise
ENSG00000114742 blue
ENSG00000114744 blue
ENSG00000114745 turquoise
ENSG00000114767 turquoise
ENSG00000114770 turquoise
ENSG00000114779 turquoise
ENSG00000114784 blue
ENSG00000114796 blue
ENSG00000114812 turquoise
ENSG00000114841 turquoise
ENSG00000114850 blue
ENSG00000114853 turquoise
ENSG00000114857 green
ENSG00000114859 turquoise
ENSG00000114861 blue
ENSG00000114867 turquoise
ENSG00000114902 blue
ENSG00000114904 red
ENSG00000114933 blue
ENSG00000114942 blue
ENSG00000114956 blue
ENSG00000114978 blue
ENSG00000114982 turquoise
ENSG00000114988 red
ENSG00000114999 blue
ENSG00000115020 blue
ENSG00000115042 turquoise
ENSG00000115053 blue
ENSG00000115073 turquoise
ENSG00000115084 red
ENSG00000115091 blue
ENSG00000115107 turquoise
ENSG00000115109 blue
ENSG00000115112 turquoise
ENSG00000115128 blue
ENSG00000115129 turquoise
ENSG00000115137 blue
ENSG00000115138 turquoise
ENSG00000115145 red
ENSG00000115159 red
ENSG00000115165 blue
ENSG00000115170 blue
ENSG00000115204 turquoise
ENSG00000115207 turquoise
ENSG00000115211 turquoise
ENSG00000115216 turquoise
ENSG00000115232 blue
ENSG00000115233 blue
ENSG00000115234 blue
ENSG00000115239 green
ENSG00000115241 turquoise
ENSG00000115255 turquoise
ENSG00000115266 turquoise
ENSG00000115267 blue
ENSG00000115268 turquoise
ENSG00000115271 red
ENSG00000115274 turquoise
ENSG00000115275 turquoise
ENSG00000115282 turquoise
ENSG00000115286 turquoise
ENSG00000115289 blue
ENSG00000115295 red
ENSG00000115306 blue
ENSG00000115307 turquoise
ENSG00000115310 blue
ENSG00000115317 turquoise
ENSG00000115318 turquoise
ENSG00000115325 turquoise
ENSG00000115339 blue
ENSG00000115350 blue
ENSG00000115355 blue
ENSG00000115364 red
ENSG00000115365 blue
ENSG00000115368 red
ENSG00000115392 blue
ENSG00000115414 turquoise
ENSG00000115415 red
ENSG00000115419 red
ENSG00000115421 red
ENSG00000115425 blue
ENSG00000115446 blue
ENSG00000115459 turquoise
ENSG00000115464 blue
ENSG00000115474 green
ENSG00000115484 blue
ENSG00000115486 turquoise
ENSG00000115504 blue
ENSG00000115514 red
ENSG00000115520 blue
ENSG00000115523 blue
ENSG00000115524 blue
ENSG00000115525 blue
ENSG00000115539 blue
ENSG00000115540 blue
ENSG00000115541 blue
ENSG00000115548 black
ENSG00000115556 turquoise
ENSG00000115561 blue
ENSG00000115568 turquoise
ENSG00000115590 turquoise
ENSG00000115594 blue
ENSG00000115641 green
ENSG00000115649 turquoise
ENSG00000115652 blue
ENSG00000115657 turquoise
ENSG00000115661 turquoise
ENSG00000115677 turquoise
ENSG00000115685 blue
ENSG00000115687 turquoise
ENSG00000115694 turquoise
ENSG00000115738 black
ENSG00000115750 blue
ENSG00000115756 turquoise
ENSG00000115758 blue
ENSG00000115760 blue
ENSG00000115761 blue
ENSG00000115762 blue
ENSG00000115806 blue
ENSG00000115808 blue
ENSG00000115816 blue
ENSG00000115825 blue
ENSG00000115827 red
ENSG00000115828 blue
ENSG00000115839 blue
ENSG00000115840 blue
ENSG00000115841 blue
ENSG00000115866 blue
ENSG00000115875 blue
ENSG00000115896 blue
ENSG00000115902 turquoise
ENSG00000115904 red
ENSG00000115919 blue
ENSG00000115935 turquoise
ENSG00000115942 red
ENSG00000115944 blue
ENSG00000115946 blue
ENSG00000115947 blue
ENSG00000115956 blue
ENSG00000115966 red
ENSG00000115970 blue
ENSG00000115977 turquoise
ENSG00000115993 blue
ENSG00000115998 red
ENSG00000116001 red
ENSG00000116005 blue
ENSG00000116016 turquoise
ENSG00000116017 turquoise
ENSG00000116030 blue
ENSG00000116044 blue
ENSG00000116062 blue
ENSG00000116095 blue
ENSG00000116096 turquoise
ENSG00000116120 blue
ENSG00000116127 blue
ENSG00000116128 turquoise
ENSG00000116133 turquoise
ENSG00000116138 red
ENSG00000116151 turquoise
ENSG00000116157 blue
ENSG00000116161 blue
ENSG00000116171 blue
ENSG00000116191 blue
ENSG00000116198 turquoise
ENSG00000116199 blue
ENSG00000116205 red
ENSG00000116209 blue
ENSG00000116212 black
ENSG00000116213 turquoise
ENSG00000116221 turquoise
ENSG00000116237 red
ENSG00000116251 blue
ENSG00000116260 turquoise
ENSG00000116266 blue
ENSG00000116273 black
ENSG00000116288 blue
ENSG00000116299 turquoise
ENSG00000116337 turquoise
ENSG00000116350 turquoise
ENSG00000116353 turquoise
ENSG00000116396 turquoise
ENSG00000116406 red
ENSG00000116455 turquoise
ENSG00000116459 blue
ENSG00000116473 blue
ENSG00000116478 blue
ENSG00000116489 red
ENSG00000116497 red
ENSG00000116514 blue
ENSG00000116521 turquoise
ENSG00000116525 turquoise
ENSG00000116539 blue
ENSG00000116544 turquoise
ENSG00000116560 blue
ENSG00000116574 blue
ENSG00000116580 turquoise
ENSG00000116584 turquoise
ENSG00000116586 turquoise
ENSG00000116604 turquoise
ENSG00000116641 blue
ENSG00000116649 turquoise
ENSG00000116663 turquoise
ENSG00000116668 blue
ENSG00000116670 turquoise
ENSG00000116678 blue
ENSG00000116679 blue
ENSG00000116685 turquoise
ENSG00000116688 turquoise
ENSG00000116691 turquoise
ENSG00000116698 turquoise
ENSG00000116701 blue
ENSG00000116704 blue
ENSG00000116711 red
ENSG00000116717 black
ENSG00000116729 blue
ENSG00000116731 blue
ENSG00000116741 blue
ENSG00000116747 blue
ENSG00000116750 red
ENSG00000116752 blue
ENSG00000116754 blue
ENSG00000116786 turquoise
ENSG00000116791 blue
ENSG00000116793 blue
ENSG00000116809 turquoise
ENSG00000116815 blue
ENSG00000116819 turquoise
ENSG00000116824 blue
ENSG00000116830 red
ENSG00000116852 turquoise
ENSG00000116857 turquoise
ENSG00000116863 turquoise
ENSG00000116871 turquoise
ENSG00000116874 blue
ENSG00000116898 blue
ENSG00000116903 blue
ENSG00000116906 blue
ENSG00000116918 blue
ENSG00000116922 red
ENSG00000116954 blue
ENSG00000116957 blue
ENSG00000116962 turquoise
ENSG00000116977 blue
ENSG00000116984 red
ENSG00000116985 turquoise
ENSG00000116990 turquoise
ENSG00000116991 turquoise
ENSG00000117000 blue
ENSG00000117009 red
ENSG00000117010 blue
ENSG00000117016 turquoise
ENSG00000117020 blue
ENSG00000117036 black
ENSG00000117054 red
ENSG00000117091 blue
ENSG00000117115 turquoise
ENSG00000117118 blue
ENSG00000117133 blue
ENSG00000117139 blue
ENSG00000117143 blue
ENSG00000117151 blue
ENSG00000117153 red
ENSG00000117155 blue
ENSG00000117174 blue
ENSG00000117222 red
ENSG00000117226 red
ENSG00000117228 red
ENSG00000117242 turquoise
ENSG00000117262 blue
ENSG00000117266 turquoise
ENSG00000117280 blue
ENSG00000117289 blue
ENSG00000117298 turquoise
ENSG00000117305 red
ENSG00000117308 turquoise
ENSG00000117318 turquoise
ENSG00000117335 blue
ENSG00000117360 blue
ENSG00000117362 turquoise
ENSG00000117385 turquoise
ENSG00000117394 turquoise
ENSG00000117395 blue
ENSG00000117408 turquoise
ENSG00000117410 turquoise
ENSG00000117419 turquoise
ENSG00000117448 turquoise
ENSG00000117450 red
ENSG00000117461 turquoise
ENSG00000117475 red
ENSG00000117479 blue
ENSG00000117480 turquoise
ENSG00000117481 turquoise
ENSG00000117500 blue
ENSG00000117505 blue
ENSG00000117523 turquoise
ENSG00000117528 red
ENSG00000117533 blue
ENSG00000117543 blue
ENSG00000117569 blue
ENSG00000117586 pink
ENSG00000117592 blue
ENSG00000117593 red
ENSG00000117597 red
ENSG00000117602 blue
ENSG00000117614 blue
ENSG00000117616 turquoise
ENSG00000117620 blue
ENSG00000117625 blue
ENSG00000117632 blue
ENSG00000117640 turquoise
ENSG00000117643 turquoise
ENSG00000117676 turquoise
ENSG00000117682 turquoise
ENSG00000117691 blue
ENSG00000117697 blue
ENSG00000117713 turquoise
ENSG00000117748 blue
ENSG00000117751 blue
ENSG00000117758 blue
ENSG00000117859 blue
ENSG00000117862 blue
ENSG00000117868 blue
ENSG00000117877 turquoise
ENSG00000117899 red
ENSG00000117906 blue
ENSG00000117984 turquoise
ENSG00000118007 blue
ENSG00000118046 turquoise
ENSG00000118058 blue
ENSG00000118096 blue
ENSG00000118162 turquoise
ENSG00000118181 blue
ENSG00000118193 blue
ENSG00000118197 red
ENSG00000118200 blue
ENSG00000118217 blue
ENSG00000118246 red
ENSG00000118257 turquoise
ENSG00000118260 red
ENSG00000118263 turquoise
ENSG00000118276 blue
ENSG00000118292 blue
ENSG00000118308 blue
ENSG00000118363 blue
ENSG00000118369 turquoise
ENSG00000118412 red
ENSG00000118418 blue
ENSG00000118420 blue
ENSG00000118454 red
ENSG00000118482 red
ENSG00000118495 turquoise
ENSG00000118496 red
ENSG00000118503 black
ENSG00000118507 blue
ENSG00000118508 blue
ENSG00000118513 blue
ENSG00000118515 blue
ENSG00000118518 red
ENSG00000118564 blue
ENSG00000118579 blue
ENSG00000118596 blue
ENSG00000118600 blue
ENSG00000118620 blue
ENSG00000118640 blue
ENSG00000118655 turquoise
ENSG00000118680 blue
ENSG00000118689 black
ENSG00000118690 blue
ENSG00000118705 turquoise
ENSG00000118707 turquoise
ENSG00000118762 red
ENSG00000118804 turquoise
ENSG00000118816 turquoise
ENSG00000118855 blue
ENSG00000118873 red
ENSG00000118894 turquoise
ENSG00000118898 turquoise
ENSG00000118900 turquoise
ENSG00000118922 blue
ENSG00000118939 blue
ENSG00000118960 turquoise
ENSG00000118961 red
ENSG00000118965 blue
ENSG00000118971 blue
ENSG00000118985 blue
ENSG00000119004 blue
ENSG00000119013 blue
ENSG00000119041 red
ENSG00000119042 turquoise
ENSG00000119048 blue
ENSG00000119138 black
ENSG00000119139 blue
ENSG00000119185 blue
ENSG00000119203 blue
ENSG00000119227 turquoise
ENSG00000119231 blue
ENSG00000119242 turquoise
ENSG00000119280 pink
ENSG00000119285 red
ENSG00000119314 blue
ENSG00000119318 blue
ENSG00000119321 turquoise
ENSG00000119328 blue
ENSG00000119333 turquoise
ENSG00000119335 blue
ENSG00000119383 turquoise
ENSG00000119392 red
ENSG00000119396 blue
ENSG00000119397 red
ENSG00000119401 red
ENSG00000119402 red
ENSG00000119403 turquoise
ENSG00000119408 turquoise
ENSG00000119414 blue
ENSG00000119421 turquoise
ENSG00000119431 turquoise
ENSG00000119446 blue
ENSG00000119457 turquoise
ENSG00000119471 blue
ENSG00000119487 blue
ENSG00000119508 turquoise
ENSG00000119509 blue
ENSG00000119522 turquoise
ENSG00000119523 blue
ENSG00000119535 turquoise
ENSG00000119537 blue
ENSG00000119541 red
ENSG00000119559 turquoise
ENSG00000119574 turquoise
ENSG00000119596 blue
ENSG00000119599 turquoise
ENSG00000119616 red
ENSG00000119632 turquoise
ENSG00000119638 red
ENSG00000119650 blue
ENSG00000119655 blue
ENSG00000119661 turquoise
ENSG00000119669 turquoise
ENSG00000119673 turquoise
ENSG00000119681 turquoise
ENSG00000119682 red
ENSG00000119684 blue
ENSG00000119685 blue
ENSG00000119686 turquoise
ENSG00000119688 turquoise
ENSG00000119689 turquoise
ENSG00000119705 blue
ENSG00000119707 blue
ENSG00000119711 turquoise
ENSG00000119718 blue
ENSG00000119720 turquoise
ENSG00000119723 red
ENSG00000119725 blue
ENSG00000119729 blue
ENSG00000119760 blue
ENSG00000119771 turquoise
ENSG00000119772 turquoise
ENSG00000119777 turquoise
ENSG00000119778 red
ENSG00000119782 blue
ENSG00000119787 blue
ENSG00000119801 black
ENSG00000119812 blue
ENSG00000119820 red
ENSG00000119844 blue
ENSG00000119862 pink
ENSG00000119866 turquoise
ENSG00000119878 red
ENSG00000119899 red
ENSG00000119900 blue
ENSG00000119906 red
ENSG00000119912 red
ENSG00000119915 turquoise
ENSG00000119917 red
ENSG00000119922 red
ENSG00000119927 red
ENSG00000119929 blue
ENSG00000119943 turquoise
ENSG00000119950 blue
ENSG00000119953 blue
ENSG00000119965 blue
ENSG00000119969 blue
ENSG00000119977 turquoise
ENSG00000119979 red
ENSG00000119986 turquoise
ENSG00000120008 blue
ENSG00000120029 turquoise
ENSG00000120053 turquoise
ENSG00000120063 blue
ENSG00000120071 turquoise
ENSG00000120129 turquoise
ENSG00000120137 blue
ENSG00000120158 blue
ENSG00000120159 red
ENSG00000120162 blue
ENSG00000120215 green
ENSG00000120253 blue
ENSG00000120254 blue
ENSG00000120256 blue
ENSG00000120262 blue
ENSG00000120265 blue
ENSG00000120280 red
ENSG00000120306 turquoise
ENSG00000120314 turquoise
ENSG00000120318 turquoise
ENSG00000120333 blue
ENSG00000120334 turquoise
ENSG00000120370 blue
ENSG00000120437 blue
ENSG00000120438 blue
ENSG00000120451 turquoise
ENSG00000120458 red
ENSG00000120509 blue
ENSG00000120519 blue
ENSG00000120526 red
ENSG00000120533 blue
ENSG00000120539 blue
ENSG00000120555 green
ENSG00000120594 blue
ENSG00000120616 blue
ENSG00000120647 red
ENSG00000120656 blue
ENSG00000120662 blue
ENSG00000120675 blue
ENSG00000120685 turquoise
ENSG00000120686 blue
ENSG00000120688 blue
ENSG00000120690 blue
ENSG00000120694 red
ENSG00000120696 red
ENSG00000120697 blue
ENSG00000120699 blue
ENSG00000120705 blue
ENSG00000120708 turquoise
ENSG00000120709 black
ENSG00000120725 turquoise
ENSG00000120727 blue
ENSG00000120733 turquoise
ENSG00000120738 turquoise
ENSG00000120742 blue
ENSG00000120784 red
ENSG00000120798 blue
ENSG00000120800 red
ENSG00000120802 blue
ENSG00000120805 blue
ENSG00000120832 blue
ENSG00000120837 blue
ENSG00000120860 blue
ENSG00000120868 red
ENSG00000120885 pink
ENSG00000120889 blue
ENSG00000120896 turquoise
ENSG00000120899 turquoise
ENSG00000120903 turquoise
ENSG00000120910 blue
ENSG00000120913 turquoise
ENSG00000120925 blue
ENSG00000120942 turquoise
ENSG00000120948 blue
ENSG00000120949 turquoise
ENSG00000120963 blue
ENSG00000120992 blue
ENSG00000121022 blue
ENSG00000121039 blue
ENSG00000121057 turquoise
ENSG00000121058 blue
ENSG00000121060 turquoise
ENSG00000121064 blue
ENSG00000121067 red
ENSG00000121073 blue
ENSG00000121083 blue
ENSG00000121104 turquoise
ENSG00000121210 red
ENSG00000121274 blue
ENSG00000121281 turquoise
ENSG00000121289 red
ENSG00000121297 turquoise
ENSG00000121310 turquoise
ENSG00000121316 blue
ENSG00000121350 blue
ENSG00000121390 blue
ENSG00000121406 red
ENSG00000121410 turquoise
ENSG00000121413 turquoise
ENSG00000121417 blue
ENSG00000121454 green
ENSG00000121481 red
ENSG00000121486 red
ENSG00000121542 red
ENSG00000121552 blue
ENSG00000121577 turquoise
ENSG00000121578 blue
ENSG00000121579 blue
ENSG00000121621 blue
ENSG00000121644 blue
ENSG00000121653 turquoise
ENSG00000121671 turquoise
ENSG00000121680 turquoise
ENSG00000121691 blue
ENSG00000121716 turquoise
ENSG00000121741 blue
ENSG00000121749 blue
ENSG00000121766 blue
ENSG00000121774 blue
ENSG00000121775 turquoise
ENSG00000121797 red
ENSG00000121807 red
ENSG00000121848 blue
ENSG00000121851 blue
ENSG00000121858 red
ENSG00000121864 blue
ENSG00000121879 red
ENSG00000121892 blue
ENSG00000121897 blue
ENSG00000121903 turquoise
ENSG00000121931 red
ENSG00000121933 red
ENSG00000121940 red
ENSG00000121957 blue
ENSG00000121964 blue
ENSG00000121966 blue
ENSG00000121988 blue
ENSG00000121989 blue
ENSG00000122008 red
ENSG00000122025 blue
ENSG00000122026 blue
ENSG00000122033 blue
ENSG00000122034 blue
ENSG00000122035 turquoise
ENSG00000122042 blue
ENSG00000122068 blue
ENSG00000122085 blue
ENSG00000122122 turquoise
ENSG00000122126 red
ENSG00000122140 turquoise
ENSG00000122203 black
ENSG00000122218 red
ENSG00000122223 blue
ENSG00000122224 blue
ENSG00000122257 black
ENSG00000122299 blue
ENSG00000122335 red
ENSG00000122359 turquoise
ENSG00000122376 blue
ENSG00000122378 blue
ENSG00000122386 turquoise
ENSG00000122390 turquoise
ENSG00000122406 blue
ENSG00000122417 green
ENSG00000122432 green
ENSG00000122435 red
ENSG00000122481 red
ENSG00000122482 blue
ENSG00000122483 blue
ENSG00000122484 blue
ENSG00000122490 turquoise
ENSG00000122497 blue
ENSG00000122507 blue
ENSG00000122512 blue
ENSG00000122515 turquoise
ENSG00000122545 blue
ENSG00000122547 turquoise
ENSG00000122550 blue
ENSG00000122557 blue
ENSG00000122565 blue
ENSG00000122566 blue
ENSG00000122591 red
ENSG00000122642 blue
ENSG00000122643 blue
ENSG00000122644 blue
ENSG00000122674 blue
ENSG00000122678 turquoise
ENSG00000122687 blue
ENSG00000122692 blue
ENSG00000122694 blue
ENSG00000122696 blue
ENSG00000122705 blue
ENSG00000122707 red
ENSG00000122729 blue
ENSG00000122741 blue
ENSG00000122779 blue
ENSG00000122783 turquoise
ENSG00000122862 blue
ENSG00000122873 blue
ENSG00000122877 turquoise
ENSG00000122882 blue
ENSG00000122884 blue
ENSG00000122912 blue
ENSG00000122958 blue
ENSG00000122965 turquoise
ENSG00000122970 blue
ENSG00000122971 turquoise
ENSG00000122986 red
ENSG00000123064 turquoise
ENSG00000123066 black
ENSG00000123080 turquoise
ENSG00000123091 blue
ENSG00000123104 blue
ENSG00000123106 blue
ENSG00000123124 blue
ENSG00000123130 blue
ENSG00000123131 blue
ENSG00000123136 turquoise
ENSG00000123143 turquoise
ENSG00000123144 blue
ENSG00000123146 turquoise
ENSG00000123154 turquoise
ENSG00000123159 turquoise
ENSG00000123178 blue
ENSG00000123179 blue
ENSG00000123191 turquoise
ENSG00000123200 red
ENSG00000123213 blue
ENSG00000123219 blue
ENSG00000123240 blue
ENSG00000123268 red
ENSG00000123297 blue
ENSG00000123329 turquoise
ENSG00000123338 turquoise
ENSG00000123342 turquoise
ENSG00000123349 blue
ENSG00000123352 turquoise
ENSG00000123353 turquoise
ENSG00000123358 turquoise
ENSG00000123360 turquoise
ENSG00000123374 turquoise
ENSG00000123384 turquoise
ENSG00000123395 turquoise
ENSG00000123405 turquoise
ENSG00000123411 turquoise
ENSG00000123415 red
ENSG00000123416 turquoise
ENSG00000123427 turquoise
ENSG00000123444 turquoise
ENSG00000123472 blue
ENSG00000123473 blue
ENSG00000123500 green
ENSG00000123505 blue
ENSG00000123545 blue
ENSG00000123552 blue
ENSG00000123562 blue
ENSG00000123575 blue
ENSG00000123595 blue
ENSG00000123600 blue
ENSG00000123607 red
ENSG00000123609 red
ENSG00000123610 red
ENSG00000123636 blue
ENSG00000123643 turquoise
ENSG00000123684 blue
ENSG00000123685 turquoise
ENSG00000123689 black
ENSG00000123700 red
ENSG00000123728 blue
ENSG00000123737 blue
ENSG00000123739 blue
ENSG00000123810 turquoise
ENSG00000123815 turquoise
ENSG00000123836 blue
ENSG00000123870 red
ENSG00000123908 turquoise
ENSG00000123933 turquoise
ENSG00000123965 blue
ENSG00000123975 blue
ENSG00000123983 red
ENSG00000123992 turquoise
ENSG00000124019 blue
ENSG00000124067 turquoise
ENSG00000124074 turquoise
ENSG00000124098 blue
ENSG00000124104 turquoise
ENSG00000124120 red
ENSG00000124126 turquoise
ENSG00000124145 black
ENSG00000124151 blue
ENSG00000124155 turquoise
ENSG00000124160 red
ENSG00000124164 red
ENSG00000124172 blue
ENSG00000124177 blue
ENSG00000124181 turquoise
ENSG00000124193 blue
ENSG00000124198 blue
ENSG00000124201 red
ENSG00000124207 red
ENSG00000124209 red
ENSG00000124214 turquoise
ENSG00000124215 turquoise
ENSG00000124216 turquoise
ENSG00000124217 turquoise
ENSG00000124222 turquoise
