Module1.name,Module2.name,Module1.size,Module2.size,Module1.proportion.overlap,Module2.proportion.overlap,intersection.size,union.size,genome.size,p.value,odds.ratio,Jaccard.index,FDR,Bonferroni
brown4,7,55,55,0,0,0,110,15712,1,0,0,1,1
brown4,3,55,103,0.018,0.01,1,157,15712,0.303971421897712,2.8236983535645,0.00636942675159236,1,1
brown4,13,55,54,0,0,0,109,15712,1,0,0,1,1
brown4,5,55,104,0,0,0,159,15712,1,0,0,1,1
brown4,8,55,63,0,0,0,118,15712,1,0,0,1,1
brown4,2,55,56,0,0,0,111,15712,1,0,0,1,1
brown4,14,55,76,0,0,0,131,15712,1,0,0,1,1
brown4,9,55,46,0,0,0,101,15712,1,0,0,1,1
brown4,12,55,25,0,0,0,80,15712,1,0,0,1,1
brown4,16,55,52,0,0,0,107,15712,1,0,0,1,1
brown4,17,55,65,0,0,0,120,15712,1,0,0,1,1
brown4,1,55,20,0,0,0,75,15712,1,0,0,1,1
brown4,6,55,47,0,0,0,102,15712,1,0,0,1,1
brown4,10,55,24,0,0,0,79,15712,1,0,0,1,1
palevioletred3,4,45,70,0,0,0,115,15712,1,0,0,1,1
palevioletred3,15,45,42,0,0,0,87,15712,1,0,0,1,1
palevioletred3,7,45,55,0,0,0,100,15712,1,0,0,1,1
palevioletred3,3,45,103,0,0,0,148,15712,1,0,0,1,1
palevioletred3,13,45,54,0,0,0,99,15712,1,0,0,1,1
palevioletred3,5,45,104,0,0,0,149,15712,1,0,0,1,1
palevioletred3,8,45,63,0,0,0,108,15712,1,0,0,1,1
palevioletred3,2,45,56,0,0,0,101,15712,1,0,0,1,1
palevioletred3,14,45,76,0,0,0,121,15712,1,0,0,1,1
palevioletred3,9,45,46,0,0,0,91,15712,1,0,0,1,1
palevioletred3,11,45,98,0,0,0,143,15712,1,0,0,1,1
palevioletred3,12,45,25,0,0,0,70,15712,1,0,0,1,1
palevioletred3,16,45,52,0,0,0,97,15712,1,0,0,1,1
palevioletred3,17,45,65,0,0,0,110,15712,1,0,0,1,1
palevioletred3,1,45,20,0,0,0,65,15712,1,0,0,1,1
palevioletred3,6,45,47,0,0,0,92,15712,1,0,0,1,1
palevioletred3,10,45,24,0,0,0,69,15712,1,0,0,1,1
lightsteelblue1,4,62,70,0,0,0,132,15712,1,0,0,1,1
lightsteelblue1,15,62,42,0,0,0,104,15712,1,0,0,1,1
lightsteelblue1,7,62,55,0,0,0,117,15712,1,0,0,1,1
lightsteelblue1,3,62,103,0,0,0,165,15712,1,0,0,1,1
lightsteelblue1,13,62,54,0,0,0,116,15712,1,0,0,1,1
lightsteelblue1,5,62,104,0,0,0,166,15712,1,0,0,1,1
lightsteelblue1,2,62,56,0.016,0.018,1,117,15712,0.19892760641954,4.64716617453197,0.00854700854700855,1,1
lightsteelblue1,14,62,76,0,0,0,138,15712,1,0,0,1,1
lightsteelblue1,9,62,46,0,0,0,108,15712,1,0,0,1,1
lightsteelblue1,11,62,98,0,0,0,160,15712,1,0,0,1,1
lightsteelblue1,12,62,25,0,0,0,87,15712,1,0,0,1,1
lightsteelblue1,16,62,52,0,0,0,114,15712,1,0,0,1,1
lightsteelblue1,17,62,65,0,0,0,127,15712,1,0,0,1,1
lightsteelblue1,1,62,20,0,0,0,82,15712,1,0,0,1,1
lightsteelblue1,6,62,47,0,0,0,109,15712,1,0,0,1,1
lightsteelblue1,10,62,24,0,0,0,86,15712,1,0,0,1,1
mediumpurple3,15,63,42,0.016,0.024,1,104,15712,0.15546225306131,6.13797031317747,0.00961538461538462,1,1
mediumpurple3,3,63,103,0,0,0,166,15712,1,0,0,1,1
mediumpurple3,13,63,54,0,0,0,117,15712,1,0,0,1,1
mediumpurple3,5,63,104,0.016,0.01,1,166,15712,0.342442320925138,2.43416757981463,0.00602409638554217,1,1
mediumpurple3,8,63,63,0,0,0,126,15712,1,0,0,1,1
mediumpurple3,2,63,56,0,0,0,119,15712,1,0,0,1,1
mediumpurple3,9,63,46,0,0,0,109,15712,1,0,0,1,1
mediumpurple3,11,63,98,0,0,0,161,15712,1,0,0,1,1
mediumpurple3,12,63,25,0,0,0,88,15712,1,0,0,1,1
mediumpurple3,17,63,65,0,0,0,128,15712,1,0,0,1,1
mediumpurple3,1,63,20,0,0,0,83,15712,1,0,0,1,1
mediumpurple3,6,63,47,0.016,0.021,1,109,15712,0.172305411344099,5.47008475437639,0.0091743119266055,1,1
mediumpurple3,10,63,24,0,0,0,87,15712,1,0,0,1,1
floralwhite,4,56,70,0,0,0,126,15712,1,0,0,1,1
floralwhite,15,56,42,0,0,0,98,15712,1,0,0,1,1
floralwhite,7,56,55,0,0,0,111,15712,1,0,0,1,1
floralwhite,3,56,103,0,0,0,159,15712,1,0,0,1,1
floralwhite,13,56,54,0.018,0.019,1,109,15712,0.175629057921863,5.35195422924118,0.0091743119266055,1,1
floralwhite,5,56,104,0,0,0,160,15712,1,0,0,1,1
floralwhite,8,56,63,0,0,0,119,15712,1,0,0,1,1
floralwhite,2,56,56,0,0,0,112,15712,1,0,0,1,1
floralwhite,14,56,76,0,0,0,132,15712,1,0,0,1,1
floralwhite,9,56,46,0,0,0,102,15712,1,0,0,1,1
floralwhite,11,56,98,0,0,0,154,15712,1,0,0,1,1
floralwhite,12,56,25,0,0,0,81,15712,1,0,0,1,1
floralwhite,16,56,52,0.018,0.019,1,107,15712,0.169701206597954,5.5616269725882,0.00934579439252336,1,1
floralwhite,17,56,65,0,0,0,121,15712,1,0,0,1,1
floralwhite,1,56,20,0,0,0,76,15712,1,0,0,1,1
floralwhite,6,56,47,0,0,0,103,15712,1,0,0,1,1
floralwhite,10,56,24,0,0,0,80,15712,1,0,0,1,1
orangered4,4,64,70,0.016,0.014,1,133,15712,0.248996669986637,3.58358734491692,0.0075187969924812,1,1
orangered4,15,64,42,0,0,0,106,15712,1,0,0,1,1
orangered4,7,64,55,0,0,0,119,15712,1,0,0,1,1
orangered4,3,64,103,0.016,0.01,1,166,15712,0.34412308692699,2.41906190281746,0.00602409638554217,1,1
orangered4,13,64,54,0.016,0.019,1,117,15712,0.198108383162174,4.66941171210819,0.00854700854700855,1,1
orangered4,5,64,104,0,0,0,168,15712,1,0,0,1,1
orangered4,8,64,63,0,0,0,127,15712,1,0,0,1,1
orangered4,2,64,56,0,0,0,120,15712,1,0,0,1,1
orangered4,9,64,46,0.016,0.022,1,109,15712,0.171406260726994,5.5028575496762,0.0091743119266055,1,1
orangered4,11,64,98,0.016,0.01,1,161,15712,0.330512616268371,2.54450417936366,0.0062111801242236,1,1
orangered4,12,64,25,0.016,0.04,1,88,15712,0.0970780218387767,10.3298729471988,0.0113636363636364,1,1
orangered4,16,64,52,0,0,0,116,15712,1,0,0,1,1
orangered4,17,64,65,0.016,0.015,1,128,15712,0.233445456108239,3.86440182550249,0.0078125,1,1
orangered4,1,64,20,0,0,0,84,15712,1,0,0,1,1
orangered4,6,64,47,0,0,0,111,15712,1,0,0,1,1
orangered4,10,64,24,0,0,0,88,15712,1,0,0,1,1
darkslateblue,4,51,70,0,0,0,121,15712,1,0,0,1,1
darkslateblue,15,51,42,0,0,0,93,15712,1,0,0,1,1
darkslateblue,7,51,55,0,0,0,106,15712,1,0,0,1,1
darkslateblue,3,51,103,0,0,0,154,15712,1,0,0,1,1
darkslateblue,13,51,54,0,0,0,105,15712,1,0,0,1,1
darkslateblue,5,51,104,0,0,0,155,15712,1,0,0,1,1
darkslateblue,8,51,63,0,0,0,114,15712,1,0,0,1,1
darkslateblue,2,51,56,0,0,0,107,15712,1,0,0,1,1
darkslateblue,14,51,76,0,0,0,127,15712,1,0,0,1,1
darkslateblue,9,51,46,0,0,0,97,15712,1,0,0,1,1
darkslateblue,11,51,98,0,0,0,149,15712,1,0,0,1,1
darkslateblue,12,51,25,0,0,0,76,15712,1,0,0,1,1
darkslateblue,16,51,52,0,0,0,103,15712,1,0,0,1,1
darkslateblue,17,51,65,0,0,0,116,15712,1,0,0,1,1
darkslateblue,1,51,20,0,0,0,71,15712,1,0,0,1,1
darkslateblue,6,51,47,0,0,0,98,15712,1,0,0,1,1
darkslateblue,10,51,24,0,0,0,75,15712,1,0,0,1,1
honeydew1,4,41,70,0,0,0,111,15712,1,0,0,1,1
honeydew1,15,41,42,0,0,0,83,15712,1,0,0,1,1
honeydew1,7,41,55,0.024,0.018,1,95,15712,0.134074419663149,7.2279459883923,0.0105263157894737,1,1
honeydew1,3,41,103,0,0,0,144,15712,1,0,0,1,1
honeydew1,13,41,54,0,0,0,95,15712,1,0,0,1,1
honeydew1,5,41,104,0,0,0,145,15712,1,0,0,1,1
honeydew1,8,41,63,0,0,0,104,15712,1,0,0,1,1
honeydew1,2,41,56,0,0,0,97,15712,1,0,0,1,1
honeydew1,14,41,76,0,0,0,117,15712,1,0,0,1,1
honeydew1,9,41,46,0,0,0,87,15712,1,0,0,1,1
honeydew1,11,41,98,0,0,0,139,15712,1,0,0,1,1
honeydew1,12,41,25,0,0,0,66,15712,1,0,0,1,1
honeydew1,16,41,52,0,0,0,93,15712,1,0,0,1,1
honeydew1,17,41,65,0,0,0,106,15712,1,0,0,1,1
honeydew1,1,41,20,0,0,0,61,15712,1,0,0,1,1
honeydew1,6,41,47,0,0,0,88,15712,1,0,0,1,1
honeydew1,10,41,24,0,0,0,65,15712,1,0,0,1,1
lightcoral,4,32,70,0,0,0,102,15712,1,0,0,1,1
lightcoral,15,32,42,0,0,0,74,15712,1,0,0,1,1
lightcoral,7,32,55,0,0,0,87,15712,1,0,0,1,1
lightcoral,3,32,103,0,0,0,135,15712,1,0,0,1,1
lightcoral,13,32,54,0,0,0,86,15712,1,0,0,1,1
lightcoral,5,32,104,0.031,0.01,1,135,15712,0.191623509026728,4.87693529812582,0.00740740740740741,1,1
lightcoral,8,32,63,0,0,0,95,15712,1,0,0,1,1
lightcoral,2,32,56,0,0,0,88,15712,1,0,0,1,1
lightcoral,14,32,76,0,0,0,108,15712,1,0,0,1,1
lightcoral,9,32,46,0,0,0,78,15712,1,0,0,1,1
lightcoral,11,32,98,0,0,0,130,15712,1,0,0,1,1
lightcoral,12,32,25,0,0,0,57,15712,1,0,0,1,1
lightcoral,16,32,52,0,0,0,84,15712,1,0,0,1,1
lightcoral,1,32,20,0,0,0,52,15712,1,0,0,1,1
lightcoral,6,32,47,0,0,0,79,15712,1,0,0,1,1
lightcoral,10,32,24,0,0,0,56,15712,1,0,0,1,1
lightsteelblue,4,32,70,0,0,0,102,15712,1,0,0,1,1
lightsteelblue,15,32,42,0,0,0,74,15712,1,0,0,1,1
lightsteelblue,7,32,55,0,0,0,87,15712,1,0,0,1,1
lightsteelblue,3,32,103,0,0,0,135,15712,1,0,0,1,1
lightsteelblue,13,32,54,0,0,0,86,15712,1,0,0,1,1
lightsteelblue,5,32,104,0.031,0.01,1,135,15712,0.191623509026728,4.87693529812582,0.00740740740740741,1,1
lightsteelblue,8,32,63,0,0,0,95,15712,1,0,0,1,1
lightsteelblue,2,32,56,0,0,0,88,15712,1,0,0,1,1
lightsteelblue,14,32,76,0,0,0,108,15712,1,0,0,1,1
lightsteelblue,9,32,46,0,0,0,78,15712,1,0,0,1,1
lightsteelblue,11,32,98,0.031,0.01,1,129,15712,0.181609871783592,5.18165928019408,0.00775193798449612,1,1
lightsteelblue,12,32,25,0,0,0,57,15712,1,0,0,1,1
lightsteelblue,16,32,52,0,0,0,84,15712,1,0,0,1,1
lightsteelblue,17,32,65,0,0,0,97,15712,1,0,0,1,1
lightsteelblue,1,32,20,0,0,0,52,15712,1,0,0,1,1
lightsteelblue,6,32,47,0,0,0,79,15712,1,0,0,1,1
lightsteelblue,10,32,24,0,0,0,56,15712,1,0,0,1,1
thistle2,4,49,70,0,0,0,119,15712,1,0,0,1,1
thistle2,15,49,42,0,0,0,91,15712,1,0,0,1,1
thistle2,7,49,55,0,0,0,104,15712,1,0,0,1,1
thistle2,3,49,103,0,0,0,152,15712,1,0,0,1,1
thistle2,13,49,54,0,0,0,103,15712,1,0,0,1,1
thistle2,8,49,63,0,0,0,112,15712,1,0,0,1,1
thistle2,2,49,56,0,0,0,105,15712,1,0,0,1,1
thistle2,14,49,76,0,0,0,125,15712,1,0,0,1,1
thistle2,9,49,46,0,0,0,95,15712,1,0,0,1,1
thistle2,11,49,98,0,0,0,147,15712,1,0,0,1,1
thistle2,12,49,25,0,0,0,74,15712,1,0,0,1,1
thistle2,16,49,52,0.02,0.019,1,100,15712,0.1501428817878,6.37525185900289,0.01,1,1
thistle2,17,49,65,0,0,0,114,15712,1,0,0,1,1
thistle2,1,49,20,0,0,0,69,15712,1,0,0,1,1
thistle2,6,49,47,0,0,0,96,15712,1,0,0,1,1
indianred4,4,32,70,0,0,0,102,15712,1,0,0,1,1
indianred4,15,32,42,0,0,0,74,15712,1,0,0,1,1
indianred4,7,32,55,0,0,0,87,15712,1,0,0,1,1
indianred4,3,32,103,0,0,0,135,15712,1,0,0,1,1
indianred4,13,32,54,0,0,0,86,15712,1,0,0,1,1
indianred4,5,32,104,0,0,0,136,15712,1,0,0,1,1
indianred4,8,32,63,0,0,0,95,15712,1,0,0,1,1
indianred4,14,32,76,0,0,0,108,15712,1,0,0,1,1
indianred4,9,32,46,0,0,0,78,15712,1,0,0,1,1
indianred4,11,32,98,0,0,0,130,15712,1,0,0,1,1
indianred4,12,32,25,0,0,0,57,15712,1,0,0,1,1
indianred4,16,32,52,0.031,0.019,1,83,15712,0.100743455217461,9.87909821982767,0.0120481927710843,1,1
indianred4,17,32,65,0,0,0,97,15712,1,0,0,1,1
indianred4,1,32,20,0,0,0,52,15712,1,0,0,1,1
indianred4,6,32,47,0,0,0,79,15712,1,0,0,1,1
indianred4,10,32,24,0,0,0,56,15712,1,0,0,1,1
skyblue1,4,35,70,0,0,0,105,15712,1,0,0,1,1
skyblue1,15,35,42,0,0,0,77,15712,1,0,0,1,1
skyblue1,7,35,55,0,0,0,90,15712,1,0,0,1,1
skyblue1,3,35,103,0,0,0,138,15712,1,0,0,1,1
skyblue1,13,35,54,0,0,0,89,15712,1,0,0,1,1
skyblue1,2,35,56,0.029,0.018,1,90,15712,0.117594789712057,8.35214300645029,0.0111111111111111,1,1
skyblue1,14,35,76,0,0,0,111,15712,1,0,0,1,1
skyblue1,9,35,46,0.029,0.022,1,80,15712,0.097630413413886,10.2121436746338,0.0125,1,1
skyblue1,11,35,98,0,0,0,133,15712,1,0,0,1,1
skyblue1,12,35,25,0,0,0,60,15712,1,0,0,1,1
skyblue1,16,35,52,0.029,0.019,1,86,15712,0.10966106976047,9.00799130613711,0.0116279069767442,1,1
skyblue1,17,35,65,0.029,0.015,1,99,15712,0.135195375778081,7.17317913363475,0.0101010101010101,1,1
skyblue1,1,35,20,0,0,0,55,15712,1,0,0,1,1
skyblue1,6,35,47,0,0,0,82,15712,1,0,0,1,1
skyblue1,10,35,24,0,0,0,59,15712,1,0,0,1,1
mediumorchid,4,39,70,0,0,0,109,15712,1,0,0,1,1
mediumorchid,15,39,42,0,0,0,81,15712,1,0,0,1,1
mediumorchid,7,39,55,0,0,0,94,15712,1,0,0,1,1
mediumorchid,3,39,103,0,0,0,142,15712,1,0,0,1,1
mediumorchid,13,39,54,0.026,0.019,1,92,15712,0.125787200155914,7.75253895161568,0.0108695652173913,1,1
mediumorchid,5,39,104,0,0,0,143,15712,1,0,0,1,1
mediumorchid,8,39,63,0,0,0,102,15712,1,0,0,1,1
mediumorchid,2,39,56,0,0,0,95,15712,1,0,0,1,1
mediumorchid,14,39,76,0,0,0,115,15712,1,0,0,1,1
mediumorchid,9,39,46,0,0,0,85,15712,1,0,0,1,1
mediumorchid,11,39,98,0,0,0,137,15712,1,0,0,1,1
mediumorchid,12,39,25,0,0,0,64,15712,1,0,0,1,1
mediumorchid,16,39,52,0,0,0,91,15712,1,0,0,1,1
mediumorchid,17,39,65,0,0,0,104,15712,1,0,0,1,1
mediumorchid,1,39,20,0,0,0,59,15712,1,0,0,1,1
mediumorchid,6,39,47,0,0,0,86,15712,1,0,0,1,1
mediumorchid,10,39,24,0,0,0,63,15712,1,0,0,1,1
maroon,4,44,70,0,0,0,114,15712,1,0,0,1,1
maroon,15,44,42,0,0,0,86,15712,1,0,0,1,1
maroon,7,44,55,0,0,0,99,15712,1,0,0,1,1
maroon,3,44,103,0,0,0,147,15712,1,0,0,1,1
maroon,13,44,54,0,0,0,98,15712,1,0,0,1,1
maroon,5,44,104,0,0,0,148,15712,1,0,0,1,1
maroon,8,44,63,0.023,0.016,1,106,15712,0.162239612859473,5.85184536641035,0.00943396226415094,1,1
maroon,2,44,56,0,0,0,100,15712,1,0,0,1,1
maroon,14,44,76,0,0,0,120,15712,1,0,0,1,1
maroon,9,44,46,0,0,0,90,15712,1,0,0,1,1
maroon,11,44,98,0,0,0,142,15712,1,0,0,1,1
maroon,12,44,25,0,0,0,69,15712,1,0,0,1,1
maroon,16,44,52,0,0,0,96,15712,1,0,0,1,1
maroon,17,44,65,0,0,0,109,15712,1,0,0,1,1
maroon,1,44,20,0,0,0,64,15712,1,0,0,1,1
maroon,6,44,47,0,0,0,91,15712,1,0,0,1,1
maroon,10,44,24,0,0,0,68,15712,1,0,0,1,1
