gene_short_name,status,term,estimate,std_err,test_val,p_value,normalized_effect,model_component,q_value
RPL13A,OK,mutPD,0.0720511,0.0103542,6.9586,3.65e-12,0.103764677395721,count,5.3947e-08
SELL,OK,mutPD,-0.3413772,0.049809,-6.8537,7.61e-12,-0.472252669989037,count,1.1246819e-07
RPL41,OK,mutPD,0.0669169,0.0097912,6.8344,8.71e-12,0.0963891467036922,count,1.2871638e-07
MT-ND5,OK,mutPD,-0.1665962,0.0248132,-6.714,1.99e-11,-0.237618136585804,count,2.940623e-07
RPL31,OK,mutPD,0.0790534,0.0119045,6.6406,3.28e-11,0.113772189593854,count,4.846528e-07
HLA-DQA2,OK,mutPD,-0.5109681,0.077632,-6.5819,4.87e-11,-0.66467881754994,count,7.195425e-07
TIPARP,OK,mutPD,0.4566875,0.0701508,6.5101,7.87e-11,0.613711847611818,count,1.1627138e-06
NFKBIA,OK,mutPD,-0.1387502,0.021345,-6.5004,8.39e-11,-0.198945036861282,count,1.2394547e-06
PLBD1,OK,mutPD,-0.2850824,0.0440754,-6.4681,1.04e-10,-0.398584692888083,count,1.536288e-06
PLAUR,OK,mutPD,-0.296328,0.0466684,-6.3496,2.25e-10,-0.412115629191692,count,3.323475e-06
LTA4H,OK,mutPD,-0.2283423,0.036031,-6.3374,2.44e-10,-0.321626685227758,count,3.60388e-06
RPL28,OK,mutPD,0.0722833,0.0114204,6.3293,2.57e-10,0.104045562012105,count,3.795633e-06
GNG5,OK,mutPD,0.1980877,0.0314783,6.2928,3.25e-10,0.280926227559433,count,4.7996e-06
RPS16,OK,mutPD,-0.09065,0.0145618,-6.2252,5e-10,-0.130258899442192,count,7.3835e-06
RPL26,OK,mutPD,0.0639091,0.0102965,6.2069,5.62e-10,0.0920311953656153,count,8.298492e-06
S100A4,OK,mutPD,-0.057763,0.0095463,-6.0508,1.49e-09,-0.0832306030506249,count,2.199985e-05
SIGLEC14,OK,mutPD,0.898232,0.1490136,6.0279,1.72e-09,1.01792929060861,count,2.539408e-05
RPL37,OK,mutPD,0.0860415,0.0145522,5.9126,3.48e-09,0.123652293955031,count,5.137524e-05
SULT1A1,OK,mutPD,0.3815708,0.0647733,5.8909,3.96e-09,0.516433496996221,count,5.845752e-05
RPL39,OK,mutPD,0.0808338,0.0137304,5.8872,4.05e-09,0.116235909533749,count,5.978205e-05
EEF1A1,OK,mutPD,0.1055838,0.0181112,5.8298,5.72e-09,0.15141257228122,count,8.44272e-05
RPL11,OK,mutPD,0.0589259,0.0101121,5.8273,5.81e-09,0.0848577448492746,count,8.574979e-05
TMEM70,OK,mutPD,-0.471716,0.081426,-5.7932,7.11e-09,-0.611611894006629,count,0.00010492938
LGALS2,OK,mutPD,0.1509695,0.0262727,5.7462,9.39e-09,0.21571368089015,count,0.00013856823
DUSP6,OK,mutPD,-0.3435855,0.060257,-5.702,1.22e-08,-0.467731204254233,count,0.0001800232
HES1,OK,mutPD,0.6306941,0.1106655,5.6991,1.24e-08,0.80179428609299,count,0.000182962
SERF2,OK,mutPD,-0.0688392,0.012153,-5.6644,1.52e-08,-0.0990670134960644,count,0.0002242608
TMSB4X,OK,mutPD,-0.0344993,0.0061033,-5.6526,1.62e-08,-0.0497585659239767,count,0.0002389986
PTCH2,OK,mutPD,-0.4243787,0.0753175,-5.6345,1.8e-08,-0.561374662744834,count,0.000265536
RPL18,OK,mutPD,0.0871538,0.0154919,5.6258,1.9e-08,0.125190249113502,count,0.000280269
CDC42SE2,OK,mutPD,-0.4032225,0.0723088,-5.5764,2.52e-08,-0.533881840836173,count,0.0003717
STXBP2,OK,mutPD,0.1952648,0.0352338,5.542,3.07e-08,0.276218637944136,count,0.0004527943
LILRA3,OK,mutPD,-0.5631342,0.1022082,-5.5097,3.68e-08,-0.688710027315079,count,0.0005427264
S100A11,OK,mutPD,-0.0851436,0.0155618,-5.4713,4.57e-08,-0.12236937666335,count,0.0006739379
TCEB2,OK,mutPD,-0.1067016,0.0198408,-5.3779,7.7e-08,-0.152943044321341,count,0.001135442
RPS15A,OK,mutPD,0.0601611,0.011263,5.3415,9.42e-08,0.0866077656570481,count,0.001388979
CD63,OK,mutPD,-0.1432732,0.0270085,-5.3047,1.15e-07,-0.203821654793537,count,0.00169556
LY96,OK,mutPD,0.2345533,0.0442562,5.2999,1.18e-07,0.327705199784648,count,0.001739674
RPL35A,OK,mutPD,0.059268,0.0112092,5.2874,1.27e-07,0.0853138025169223,count,0.001872234
RPL23,OK,mutPD,0.092146,0.0174373,5.2844,1.29e-07,0.132195891307843,count,0.001901589
RPS29,OK,mutPD,0.0617973,0.0117425,5.2627,1.45e-07,0.0889418549342655,count,0.0021373
BAG1,OK,mutPD,0.4494165,0.0859578,5.2283,1.74e-07,0.578903332328658,count,0.002564586
ITGB2,OK,mutPD,-0.1474732,0.0282015,-5.2293,1.74e-07,-0.209847579691383,count,0.002564586
MT-ND3,OK,mutPD,0.075172,0.0144566,5.1999,2.03e-07,0.108098404014576,count,0.002991611
RPL36,OK,mutPD,0.0623238,0.0120576,5.1689,2.4e-07,0.0896785290458495,count,0.00353664
RPS3,OK,mutPD,0.0713827,0.0139699,5.1097,3.28e-07,0.102648040071849,count,0.00483308
HLA-DQB2,OK,mutPD,0.6173588,0.1209131,5.1058,3.35e-07,0.717255449078374,count,0.00493589
RPL29,OK,mutPD,0.071563,0.0140361,5.0985,3.49e-07,0.102872221148779,count,0.005141817
RPS8,OK,mutPD,0.0691765,0.0136079,5.0835,3.77e-07,0.0995026657271542,count,0.005553964
EMP3,OK,mutPD,-0.1016255,0.0200908,-5.0583,4.3e-07,-0.14561791214572,count,0.00633433
RPS4X,OK,mutPD,0.0650018,0.0129557,5.0172,5.33e-07,0.0935086166035572,count,0.00785109
CAPG,OK,mutPD,-0.1762601,0.0352488,-5.0005,5.82e-07,-0.248567214666362,count,0.008572278
RNF144B,OK,mutPD,0.4059365,0.0813834,4.988,6.2e-07,0.5321100714851,count,0.00913136
NDUFC2,OK,mutPD,0.1966845,0.0394737,4.9827,6.37e-07,0.276063996135569,count,0.009381099
JUN,OK,mutPD,-0.1214502,0.0244831,-4.9606,7.14e-07,-0.173865226706684,count,0.010514364
CLEC12A,OK,mutPD,0.2263587,0.0457229,4.9507,7.52e-07,0.315855136180755,count,0.0110732
RPS19,OK,mutPD,0.0512169,0.0103723,4.9379,8.02e-07,0.073772727475645,count,0.011808648
RPL9,OK,mutPD,0.0790339,0.0160855,4.9134,9.09e-07,0.113479571986466,count,0.013383207
IL8,OK,mutPD,-0.1624838,0.0330937,-4.9098,9.26e-07,-0.231880210954287,count,0.013632572
DBI,OK,mutPD,-0.1616899,0.0329878,-4.9015,9.66e-07,-0.22857851735673,count,0.014220486
RPS20,OK,mutPD,0.0775138,0.0158182,4.9003,9.72e-07,0.111332729245764,count,0.01430784
GPX1,OK,mutPD,-0.0866369,0.0178964,-4.841,1.31e-06,-0.124292155752575,count,0.01928189
MT-CO2,OK,mutPD,-0.0470821,0.0098103,-4.7993,1.62e-06,-0.0678277090260591,count,0.02384316
RPL21,OK,mutPD,0.0402754,0.0084021,4.7935,1.66e-06,0.0580383155845087,count,0.02443022
IFITM3,OK,mutPD,0.1838104,0.0384194,4.7843,1.74e-06,0.259993835403352,count,0.02560584
ANPEP,OK,mutPD,-0.4418506,0.092719,-4.7655,1.91e-06,-0.553296368919686,count,0.02810565
RPL19,OK,mutPD,0.057401,0.0121366,4.7296,2.28e-06,0.0826028126558516,count,0.03354792
ZNF516,OK,mutPD,-0.5360758,0.1140286,-4.7012,2.62e-06,-0.630393582133485,count,0.03854806
BTF3,OK,mutPD,0.0926216,0.0199453,4.6438,3.46e-06,0.132638191558744,count,0.05090352
NACA,OK,mutPD,0.0796444,0.0171534,4.6431,3.48e-06,0.114264489224942,count,0.05119428
RPS18,OK,mutPD,0.0416553,0.0089718,4.6429,3.48e-06,0.0600260856487994,count,0.05119428
PTPRE,OK,mutPD,-0.2218864,0.0478073,-4.6413,3.51e-06,-0.307805124599995,count,0.05162859
CPVL,OK,mutPD,-0.1595358,0.0345473,-4.6179,3.92e-06,-0.225096799173387,count,0.05765536
RPS15,OK,mutPD,0.0454726,0.009859,4.6123,4.03e-06,0.0654927592562942,count,0.05926921
CALR,OK,mutPD,-0.2854689,0.0619124,-4.6109,4.06e-06,-0.386157691434869,count,0.05970636
RPL15,OK,mutPD,0.0532933,0.0115662,4.6077,4.12e-06,0.0767119923075033,count,0.0605846
RPL8,OK,mutPD,-0.0601834,0.0131386,-4.5807,4.69e-06,-0.0865506571735137,count,0.06896176
MIF,OK,mutPD,0.1740975,0.038077,4.5722,4.88e-06,0.244664071074748,count,0.07175064
RPS27A,OK,mutPD,0.0489136,0.0107152,4.5649,5.06e-06,0.0704309839486194,count,0.07439212
GRN,OK,mutPD,-0.1287314,0.0282531,-4.5564,5.27e-06,-0.183017756890516,count,0.07747427
RPS12,OK,mutPD,0.0573228,0.0127104,4.5099,6.56e-06,0.082470897695064,count,0.096432
FCER1G,OK,mutPD,0.0613681,0.0136719,4.4886,7.25e-06,0.0882597340868427,count,0.10656775
RPS28,OK,mutPD,0.0456221,0.010176,4.4833,7.43e-06,0.065699482200875,count,0.10920614
OAZ1,OK,mutPD,-0.0628193,0.0140436,-4.4732,7.79e-06,-0.0903298597246538,count,0.11448963
UTS2,OK,mutPD,1.714758,0.3847471,4.4568,8.41e-06,1.03229890198771,count,0.12359336
ARPC5,OK,mutPD,-0.1459275,0.0327498,-4.4558,8.45e-06,-0.206296123159426,count,0.12417275
HP,OK,mutPD,1.078181,0.2435185,4.4275,9.63e-06,0.898666767436698,count,0.14150322
GADD45B,OK,mutPD,0.2240677,0.0508093,4.41,1.04e-05,0.309777053607252,count,0.1528072
RPSA,OK,mutPD,0.1295214,0.029626,4.3719,1.24e-05,0.183768068780406,count,0.1821808
PSMB8,OK,mutPD,-0.1899508,0.0442528,-4.2924,1.78e-05,-0.264761279193783,count,0.2614998
FPR1,OK,mutPD,-0.2429971,0.0568432,-4.2749,1.93e-05,-0.332270901588306,count,0.283517
GSTT1,OK,mutPD,-1.373249,0.3222547,-4.2614,2.05e-05,-0.825053671500697,count,0.3011245
DUSP1,OK,mutPD,-0.0774078,0.0182314,-4.2459,2.2e-05,-0.111168091534629,count,0.323136
H3F3B,OK,mutPD,-0.0736828,0.0173768,-4.2403,2.25e-05,-0.10581501895509,count,0.3304575
RPS25,OK,mutPD,0.0585861,0.0138578,4.2277,2.38e-05,0.0842218632421049,count,0.3495268
PAXBP1,OK,mutPD,0.6565655,0.1559364,4.2105,2.57e-05,0.704989311700904,count,0.3774045
ASGR2,OK,mutPD,0.5095741,0.1211446,4.2063,2.62e-05,0.601558763936293,count,0.3847208
FAM26F,OK,mutPD,0.2214691,0.0528266,4.1924,2.78e-05,0.305589275406269,count,0.4081874
SAMSN1,OK,mutPD,0.3426485,0.0821233,4.1724,3.04e-05,0.448056484345513,count,0.4463328
MTHFR,OK,mutPD,-0.4397908,0.1056995,-4.1608,3.2e-05,-0.536728481688979,count,0.469792
RPS7,OK,mutPD,0.0649031,0.0156173,4.1558,3.27e-05,0.0932341942933282,count,0.480036
RPL5,OK,mutPD,0.0886132,0.021419,4.1371,3.55e-05,0.12675302233101,count,0.5211045
VPS28,OK,mutPD,0.2065055,0.0501527,4.1175,3.86e-05,0.28511135573166,count,0.5665708
RPL30,OK,mutPD,0.0557075,0.0135699,4.1052,4.07e-05,0.0801031029338095,count,0.5973539
ERAP2,OK,mutPD,-0.6550644,0.1599799,-4.0947,4.26e-05,-0.655106195854426,count,0.6251976
CCL3L1,OK,mutPD,-0.5009535,0.1232151,-4.0657,4.83e-05,-0.590537826819949,count,0.7088025
EIF1,OK,mutPD,0.0480478,0.0118474,4.0556,5.04e-05,0.0691585992137187,count,0.7395696
GALNT1,OK,mutPD,-0.4423848,0.1091954,-4.0513,5.13e-05,-0.523909040284098,count,0.7527249
RPL22,OK,mutPD,0.0833644,0.02062,4.0429,5.32e-05,0.119256691078188,count,0.7805504
TPPP3,OK,mutPD,0.5001109,0.1240231,4.0324,5.56e-05,0.58322091840822,count,0.8157076
UBA52,OK,mutPD,0.0553973,0.0138709,3.9938,6.55e-05,0.079632308879703,count,0.960885
VSTM1,OK,mutPD,0.4109315,0.103107,3.9855,6.78e-05,0.511172140353457,count,0.9945582
BAMBI,OK,mutPD,-18.569779,1622.3310509,-0.0114,0.991,-0.162362908176548,count,1
C1orf106,OK,mutPD,-18.569779,2094.7532643,-0.0089,0.993,-0.162362908176548,count,1
C1orf95,OK,mutPD,-18.569779,1622.3310509,-0.0114,0.991,-0.162362908176548,count,1
DNAH8,OK,mutPD,-18.569779,2094.7532643,-0.0089,0.993,-0.162362908176548,count,1
FRRS1,OK,mutPD,-18.569779,1324.3645416,-0.014,0.989,-0.162362908176548,count,1
GPR123,OK,mutPD,-18.569779,1622.3310509,-0.0114,0.991,-0.162362908176548,count,1
IGF2,OK,mutPD,-18.569779,2094.7532643,-0.0089,0.993,-0.162362908176548,count,1
KRBA2,OK,mutPD,-18.569779,1324.3645416,-0.014,0.989,-0.162362908176548,count,1
PAPPA,OK,mutPD,-18.569779,1622.3310509,-0.0114,0.991,-0.162362908176548,count,1
PPP1R17,OK,mutPD,-18.569779,1324.3645416,-0.014,0.989,-0.162362908176548,count,1
RSPH9,OK,mutPD,-18.569779,1622.3310509,-0.0114,0.991,-0.162362908176548,count,1
SAMD11,OK,mutPD,-18.569779,1622.3310509,-0.0114,0.991,-0.162362908176548,count,1
UBXN10,OK,mutPD,-18.569779,1324.3645416,-0.014,0.989,-0.162362908176548,count,1
UNC13B,OK,mutPD,-18.569779,1873.492631,-0.0099,0.992,-0.162362908176548,count,1
ZNF215,OK,mutPD,-18.569779,1622.3310509,-0.0114,0.991,-0.162362908176548,count,1
ARHGEF15,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
C10orf2,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
C4orf45,OK,mutPD,-18.282097,2294.892342,-0.008,0.994,-0.123452908284375,count,1
CA12,OK,mutPD,-18.282097,2294.892342,-0.008,0.994,-0.123452908284375,count,1
CACNA2D1,OK,mutPD,-18.282097,2294.892342,-0.008,0.994,-0.123452908284375,count,1
CADPS,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
CD27,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
CIB3,OK,mutPD,-18.282097,2294.892342,-0.008,0.994,-0.123452908284375,count,1
FAM106A,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
FAM129C,OK,mutPD,-18.282097,1324.5619679,-0.0138,0.989,-0.123452908284375,count,1
FAM167A,OK,mutPD,-18.282097,2294.892342,-0.008,0.994,-0.123452908284375,count,1
FOXI1,OK,mutPD,-18.282097,2294.892342,-0.008,0.994,-0.123452908284375,count,1
GALNT13,OK,mutPD,-18.282097,1324.5619679,-0.0138,0.989,-0.123452908284375,count,1
GBX2,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
HIST1H2BG,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
KIF4A,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
LCA5L,OK,mutPD,-18.282097,1324.5619679,-0.0138,0.989,-0.123452908284375,count,1
LMOD2,OK,mutPD,-18.282097,1324.5619679,-0.0138,0.989,-0.123452908284375,count,1
LRRN1,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
MAP9,OK,mutPD,-18.282097,1324.5619679,-0.0138,0.989,-0.123452908284375,count,1
MARK1,OK,mutPD,-18.282097,1324.5619679,-0.0138,0.989,-0.123452908284375,count,1
MDS2,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
NME1-NME2,OK,mutPD,-18.282097,1324.5619679,-0.0138,0.989,-0.123452908284375,count,1
PEX5L,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
RAMP1,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
SCUBE2,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
SEMA3D,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
SLC26A4,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
SOGA2,OK,mutPD,-18.282097,1324.5619679,-0.0138,0.989,-0.123452908284375,count,1
SOX1,OK,mutPD,-18.282097,1324.5619679,-0.0138,0.989,-0.123452908284375,count,1
SPDYE4,OK,mutPD,-18.282097,2294.892342,-0.008,0.994,-0.123452908284375,count,1
TMCC2,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
UBE2QL1,OK,mutPD,-18.282097,1324.5619679,-0.0138,0.989,-0.123452908284375,count,1
ZFP30,OK,mutPD,-18.282097,1324.5619679,-0.0138,0.989,-0.123452908284375,count,1
ZNF311,OK,mutPD,-18.282097,1710.3079328,-0.0107,0.991,-0.123452908284375,count,1
ABCA12,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ABHD12B,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ACTG2,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ADAM20,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ADH1B,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ADORA1,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ADRA1A,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
AGTR1,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
AMER3,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
AMHR2,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
AMIGO1,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ANKDD1B,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ANKEF1,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ANKRD61,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ANKS6,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ANO9,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
APOA2,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
APOLD1,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
AQP1,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ARC,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ARHGAP42,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ARSJ,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
ASIC1,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
B3GNT7,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
BCAN,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
BCAS4,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
BCL2L10,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
BEST4,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
BGLAP,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
BHLHB9,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
C10orf53,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
C1orf141,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
C1orf186,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
C1orf189,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
C1QTNF7,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
C20orf195,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
C2orf44,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CCBE1,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CCDC113,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CCDC63,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CD40LG,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CDCA2,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CERS3,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CHPF,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CHRNA3,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CILP2,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CLDN11,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CLDN22,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CNGA3,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CNGB1,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
CNTN2,OK,mutPD,-18.183484,2184.48432,-0.0083,0.993,-0.0423356313867694,count,1
