metavar,cluster,gene,statistic,p.value,FDR
mut,0,CCL4L2,1,1,1
mut,0,CCL5,1,1,1
mut,0,CCNC,1,1,1
mut,0,CCND2,1,1,1
mut,0,CCNE1,1,1,1
mut,0,CCR1,1,1,1
mut,0,CCR10,1,1,1
mut,0,CCT2,1,1,1
mut,0,CD109,1,1,1
mut,0,CD14,0,1,1
mut,0,CD160,1,1,1
mut,0,CD180,1,1,1
mut,0,CD1C,1,1,1
mut,0,CD1E,1,1,1
mut,0,CD2,1,1,1
mut,0,CD200R1,1,1,1
mut,0,CD247,0,1,1
mut,0,CD2AP,1,1,1
mut,0,CD2BP2,1,1,1
mut,0,CD300A,1,1,1
mut,0,CD300C,1,1,1
mut,0,CD300LB,1,1,1
mut,0,CD302,1,1,1
mut,0,CD320,1,1,1
mut,0,CD3D,1,1,1
mut,0,CD3E,1,1,1
mut,0,CD3G,1,1,1
mut,0,CD40,1,1,1
mut,0,CD47,1,1,1
mut,0,CD5,1,1,1
mut,0,CD52,1,1,1
mut,0,CD69,1,1,1
mut,0,CD7,1,1,1
mut,0,CD72,1,1,1
mut,0,CD74,1,1,1
mut,0,CD79A,1,1,1
mut,0,CD79B,1,1,1
mut,0,CD81,1,1,1
mut,0,CD86,1,1,1
mut,0,CD9,1,1,1
mut,0,CD97,1,1,1
mut,0,CDC27,1,1,1
mut,0,CDC42BPB,1,1,1
mut,0,CDC42SE1,0,1,1
mut,0,CDCA3,1,1,1
mut,0,CDCA7L,1,1,1
mut,0,CDH23,1,1,1
mut,0,CDK11A,1,1,1
mut,0,CDKN1A,1,1,1
mut,0,CDKN1C,1,1,1
mut,0,CDKN3,1,1,1
mut,0,CDYL2,0,1,1
mut,0,CEACAM3,1,1,1
mut,0,CEBPD,1,1,1
mut,0,CEBPZ,1,1,1
mut,0,CENPBD1,1,1,1
mut,0,CENPJ,1,1,1
mut,0,CENPL,1,1,1
mut,0,CENPN,1,1,1
mut,0,CENPV,1,1,1
mut,0,CEP104,1,1,1
mut,0,CEP128,1,1,1
mut,0,CEP164,1,1,1
mut,0,CEP19,1,1,1
mut,0,CEP57,1,1,1
mut,0,CEP68,1,1,1
mut,0,CERS4,1,1,1
mut,0,CETN2,1,1,1
mut,0,CFD,0,1,1
mut,0,CHCHD10,1,1,1
mut,0,CHD8,1,1,1
mut,0,CHID1,1,1,1
mut,0,CHMP1B,1,1,1
mut,0,CHURC1,1,1,1
mut,0,CIAO1,1,1,1
mut,0,CIAPIN1,1,1,1
mut,0,CITED2,1,1,1
mut,0,CKAP2,1,1,1
mut,0,CKB,1,1,1
mut,0,CKS2,1,1,1
mut,0,CLDN5,1,1,1
mut,0,CLEC10A,1,1,1
mut,0,CLEC11A,1,1,1
mut,0,CLEC16A,1,1,1
mut,0,CLEC18A,1,1,1
mut,0,CLEC1A,1,1,1
mut,0,CLEC1B,0,1,1
mut,0,CLEC2B,1,1,1
mut,0,CLEC4D,1,1,1
mut,0,CLEC4E,1,1,1
mut,0,CLEC4G,1,1,1
mut,0,CLECL1,1,1,1
mut,0,CLIC3,0,1,1
mut,0,CLIP2,1,1,1
mut,0,CLPX,1,1,1
mut,0,CLSPN,1,1,1
mut,0,CLSTN3,1,1,1
mut,0,CLU,1,1,1
mut,0,CMC1,1,1,1
mut,0,CMSS1,1,1,1
mut,0,CMTM2,0,1,1
mut,0,CMTM3,1,1,1
mut,0,CMTM5,0,1,1
mut,0,CNGA1,1,1,1
mut,0,CNN3,1,1,1
mut,0,CNOT6L,1,1,1
mut,0,CNR2,1,1,1
mut,0,CNST,1,1,1
mut,0,COASY,1,1,1
mut,0,COBLL1,1,1,1
mut,0,COG7,1,1,1
mut,0,COMTD1,1,1,1
mut,0,COPZ2,1,1,1
mut,0,COQ10A,1,1,1
mut,0,COQ3,1,1,1
mut,0,COTL1,0,1,1
mut,0,COX20,1,1,1
mut,0,CPM,1,1,1
mut,0,CPVL,1,1,1
mut,0,CPXM1,0,1,1
mut,0,CRB1,0,1,1
mut,0,CREB3,1,1,1
mut,0,CREB5,1,1,1
mut,0,CREM,1,1,1
mut,0,CRIM1,1,1,1
mut,0,CRIP1,1,1,1
mut,0,CRIP3,1,1,1
mut,0,CSAD,1,1,1
mut,0,CSF1R,1,1,1
mut,0,CSNK1G1,1,1,1
mut,0,CSPP1,1,1,1
mut,0,CST3,1,1,1
mut,0,CST7,0,1,1
mut,0,CTDSPL,0,1,1
mut,0,CTNNB1,0,1,1
mut,0,CTNS,1,1,1
mut,0,CTSC,1,1,1
mut,0,CTSG,1,1,1
mut,0,CTSL,1,1,1
mut,0,CTSW,1,1,1
mut,0,CWC15,1,1,1
mut,0,CWC27,1,1,1
mut,0,CWF19L2,1,1,1
mut,0,CX3CR1,1,1,1
mut,0,CXCL1,0,1,1
mut,0,CXCL10,1,1,1
mut,0,CXCL11,1,1,1
mut,0,CXCL16,1,1,1
mut,0,CXCL2,1,1,1
mut,0,CXCL3,1,1,1
mut,0,CXCL5,0,1,1
mut,0,CXCL9,1,1,1
mut,0,CXCR4,1,1,1
mut,0,CXXC1,1,1,1
mut,0,CXXC5,1,1,1
mut,0,CXorf21,1,1,1
mut,0,CYB5D2,1,1,1
mut,0,CYCS,1,1,1
mut,0,CYP1B1,0,1,1
mut,0,CYP27A1,1,1,1
mut,0,CYP4F22,0,1,1
mut,0,CYP4V2,1,1,1
mut,0,CYSLTR2,1,1,1
mut,0,CYTIP,1,1,1
mut,0,DAAM1,1,1,1
mut,0,DAB2,1,1,1
mut,0,DALRD3,1,1,1
mut,0,DARS,1,1,1
mut,0,DBP,1,1,1
mut,0,DCBLD2,1,1,1
mut,0,DCST1,1,1,1
mut,0,DDB2,1,1,1
mut,0,DDIT4,1,1,1
mut,0,DDX1,1,1,1
mut,0,DDX11,1,1,1
mut,0,DDX23,1,1,1
mut,0,DDX3Y,1,1,1
mut,0,DDX59,1,1,1
mut,0,DDX6,1,1,1
mut,0,DECR1,1,1,1
mut,0,DEFB1,1,1,1
mut,0,DET1,1,1,1
mut,0,DFFA,1,1,1
mut,0,DHRS11,1,1,1
mut,0,DHRS7B,1,1,1
mut,0,DHRS9,1,1,1
mut,0,DHX16,1,1,1
mut,0,DHX30,1,1,1
mut,0,DHX57,1,1,1
mut,0,DHX58,1,1,1
mut,0,DIAPH2,1,1,1
mut,0,DKC1,1,1,1
mut,0,DMTN,0,1,1
mut,0,DNAJA4,1,1,1
mut,0,DNAJB5,1,1,1
mut,0,DNAJB9,1,1,1
mut,0,DNAJC11,1,1,1
mut,0,DNAJC12,1,1,1
mut,0,DNAJC13,1,1,1
mut,0,DNAL4,1,1,1
mut,0,DNASE2,1,1,1
mut,0,DNPH1,1,1,1
mut,0,DOC2A,1,1,1
mut,0,DPM2,1,1,1
mut,0,DRAP1,1,1,1
mut,0,DST,1,1,1
mut,0,DSTN,1,1,1
mut,0,DUOX1,1,1,1
mut,0,DUSP10,1,1,1
mut,0,DUSP2,1,1,1
mut,0,DUSP5,1,1,1
mut,0,DUSP6,1,1,1
mut,0,DYM,1,1,1
mut,0,DYSF,0,1,1
mut,0,ECT2,1,1,1
mut,0,EEA1,1,1,1
mut,0,EEF1A1,0,1,1
mut,0,EEF1B2,0,1,1
mut,0,EFCAB2,1,1,1
mut,0,EFHC1,1,1,1
mut,0,EGLN1,1,1,1
mut,0,EGR1,1,1,1
mut,0,EGR2,1,1,1
mut,0,EHD1,1,1,1
mut,0,EIF2A,1,1,1
mut,0,EIF2B3,1,1,1
mut,0,EIF2S1,1,1,1
mut,0,EIF3J,1,1,1
mut,0,EIF4E,1,1,1
mut,0,EIF5A2,1,1,1
mut,0,EIF5B,1,1,1
mut,0,EML4,1,1,1
mut,0,EMP1,1,1,1
mut,0,EMR2,1,1,1
mut,0,ENHO,1,1,1
mut,0,ENKUR,0,1,1
mut,0,EPB41L1,1,1,1
mut,0,EPC2,1,1,1
mut,0,EPHB6,1,1,1
mut,0,EPM2A,1,1,1
mut,0,EPSTI1,1,1,1
mut,0,ERC1,1,1,1
mut,0,ERCC4,1,1,1
mut,0,ERCC8,1,1,1
mut,0,EREG,1,1,1
mut,0,ERI3,1,1,1
mut,0,ERP27,1,1,1
mut,0,ESF1,1,1,1
mut,0,ETHE1,1,1,1
mut,0,ETS1,0,1,1
mut,0,ETV3,1,1,1
mut,0,ETV6,1,1,1
mut,0,ETV7,1,1,1
mut,0,EVA1C,1,1,1
mut,0,EVI5L,0,1,1
mut,0,EVL,1,1,1
mut,0,EXOC3L1,1,1,1
mut,0,EXOC4,1,1,1
mut,0,EXOSC1,1,1,1
mut,0,EZR,1,1,1
mut,0,F13A1,1,1,1
mut,0,F5,0,1,1
mut,0,F8,1,1,1
mut,0,FABP5,1,1,1
mut,0,FADD,1,1,1
mut,0,FADS1,1,1,1
mut,0,FAF2,1,1,1
mut,0,FAHD1,1,1,1
mut,0,FAIM,1,1,1
mut,0,FAM107B,1,1,1
mut,0,FAM122B,1,1,1
mut,0,FAM124B,1,1,1
mut,0,FAM127C,1,1,1
mut,0,FAM13A,1,1,1
mut,0,FAM179B,1,1,1
mut,0,FAM20A,1,1,1
mut,0,FAM210A,1,1,1
mut,0,FAM211A,1,1,1
mut,0,FAM213A,1,1,1
mut,0,FAM220A,1,1,1
mut,0,FAM222B,1,1,1
mut,0,FAM26F,1,1,1
mut,0,FAM27A,1,1,1
mut,0,FAM3D,1,1,1
mut,0,FAM50A,1,1,1
mut,0,FAM72A,1,1,1
mut,0,FAM72B,1,1,1
mut,0,FAM81A,1,1,1
mut,0,FAM89B,1,1,1
mut,0,FAM98C,1,1,1
mut,0,FBF1,1,1,1
mut,0,FBL,1,1,1
mut,0,FBN2,1,1,1
mut,0,FBP1,1,1,1
mut,0,FBXL8,1,1,1
mut,0,FBXO33,1,1,1
mut,0,FBXO36,1,1,1
mut,0,FBXO42,1,1,1
mut,0,FBXW4,1,1,1
mut,0,FCAR,1,1,1
mut,0,FCER1A,1,1,1
mut,0,FCER1G,1,1,1
mut,0,FCER2,1,1,1
mut,0,FCGR1A,1,1,1
mut,0,FCGR1B,1,1,1
mut,0,FCGR2B,1,1,1
mut,0,FCGR3A,1,1,1
mut,0,FCRL1,1,1,1
mut,0,FER,1,1,1
mut,0,FFAR3,1,1,1
mut,0,FGD2,1,1,1
mut,0,FGFBP2,1,1,1
mut,0,FGFBP3,1,1,1
mut,0,FHL3,1,1,1
mut,0,FIBCD1,1,1,1
mut,0,FIGNL1,1,1,1
mut,0,FKBP4,1,1,1
mut,0,FKBP5,1,1,1
mut,0,FKBP6,0,1,1
mut,0,FMN1,1,1,1
mut,0,FMNL2,1,1,1
mut,0,FOLR2,1,1,1
mut,0,FOLR3,1,1,1
mut,0,FOXJ2,1,1,1
mut,0,FOXO4,1,1,1
mut,0,FOXRED2,1,1,1
mut,0,FPR1,1,1,1
mut,0,FRA10AC1,1,1,1
mut,0,FRMD4B,1,1,1
mut,0,FSCN1,1,1,1
mut,0,FTH1,0,1,1
mut,0,FTL,0,1,1
mut,0,FTSJ1,1,1,1
mut,0,FUCA1,1,1,1
mut,0,FUOM,1,1,1
mut,0,FXR2,1,1,1
mut,0,FZD3,1,1,1
mut,0,G0S2,1,1,1
mut,0,GAD1,1,1,1
mut,0,GADD45A,1,1,1
mut,0,GADD45B,1,1,1
mut,0,GADD45G,1,1,1
mut,0,GALE,1,1,1
mut,0,GALR2,1,1,1
mut,0,GAPVD1,1,1,1
mut,0,GATM,1,1,1
mut,0,GBE1,1,1,1
mut,0,GBP1,1,1,1
mut,0,GBP2,1,1,1
mut,0,GBP4,1,1,1
mut,0,GBP5,1,1,1
mut,0,GBP7,1,1,1
mut,0,GCH1,1,1,1
mut,0,GCHFR,1,1,1
mut,0,GET4,1,1,1
mut,0,GFRA2,1,1,1
mut,0,GGCX,1,1,1
mut,0,GHRL,1,1,1
mut,0,GIMAP1,1,1,1
mut,0,GIMAP4,1,1,1
mut,0,GIMAP7,1,1,1
mut,0,GINS4,1,1,1
mut,0,GK,1,1,1
mut,0,GLO1,1,1,1
mut,0,GLOD4,1,1,1
mut,0,GLYR1,1,1,1
mut,0,GMNN,1,1,1
mut,0,GMPS,1,1,1
mut,0,GNE,1,1,1
mut,0,GNG11,0,1,1
mut,0,GNGT2,1,1,1
mut,0,GNL1,1,1,1
mut,0,GNLY,1,1,1
mut,0,GOLGA4,1,1,1
mut,0,GOPC,1,1,1
mut,0,GORAB,1,1,1
mut,0,GP6,0,1,1
mut,0,GP9,0,1,1
mut,0,GPA33,1,1,1
mut,0,GPBAR1,1,1,1
mut,0,GPHN,1,1,1
mut,0,GPI,1,1,1
mut,0,GPN1,1,1,1
mut,0,GPN3,1,1,1
mut,0,GPNMB,1,1,1
mut,0,GPR132,1,1,1
mut,0,GPR146,1,1,1
mut,0,GPR155,1,1,1
mut,0,GPR162,1,1,1
mut,0,GPR180,1,1,1
mut,0,GPR183,1,1,1
mut,0,GPR35,1,1,1
mut,0,GPR42,1,1,1
mut,0,GPRC5B,1,1,1
mut,0,GRAMD1A,1,1,1
mut,0,GRASP,1,1,1
mut,0,GRK4,1,1,1
mut,0,GSN,1,1,1
mut,0,GSTA4,1,1,1
mut,0,GSTM1,1,1,1
mut,0,GSTM5,1,1,1
mut,0,GTF3C2,1,1,1
mut,0,GTF3C4,1,1,1
mut,0,GUCY1A3,1,1,1
mut,0,GUCY2D,0,1,1
mut,0,GUF1,1,1,1
mut,0,GYLTL1B,1,1,1
mut,0,GYPC,1,1,1
mut,0,GZMA,0,1,1
mut,0,GZMB,0,1,1
mut,0,GZMH,1,1,1
mut,0,GZMK,0,1,1
mut,0,GZMM,0,1,1
mut,0,H1F0,1,1,1
mut,0,H1FX,1,1,1
mut,0,H6PD,1,1,1
mut,0,HACL1,1,1,1
mut,0,HBEGF,1,1,1
mut,0,HBG2,0,1,1
mut,0,HCAR3,1,1,1
mut,0,HCFC1,1,1,1
mut,0,HDAC11,0,1,1
mut,0,HDAC7,1,1,1
mut,0,HDAC9,1,1,1
mut,0,HERC5,1,1,1
mut,0,HES1,1,1,1
mut,0,HES4,1,1,1
mut,0,HEXB,1,1,1
mut,0,HHAT,1,1,1
mut,0,HIATL1,1,1,1
mut,0,HIBADH,1,1,1
mut,0,HILPDA,1,1,1
mut,0,HIST1H1C,1,1,1
mut,0,HIST1H2AC,1,1,1
mut,0,HIST1H2AK,1,1,1
mut,0,HIST1H2BC,1,1,1
mut,0,HIST1H2BH,0,1,1
mut,0,HIST1H2BJ,1,1,1
mut,0,HIST1H2BK,1,1,1
mut,0,HIST1H4C,1,1,1
mut,0,HIST1H4H,1,1,1
mut,0,HIST2H2AB,1,1,1
mut,0,HIVEP3,1,1,1
mut,0,HKR1,1,1,1
mut,0,HLTF,1,1,1
mut,0,HMCN2,1,1,1
mut,0,HMGB2,1,1,1
mut,0,HMGCS1,1,1,1
mut,0,HMGN1,1,1,1
mut,0,HMGN5,1,1,1
mut,0,HMGXB4,1,1,1
mut,0,HMOX1,1,1,1
mut,0,HMOX2,1,1,1
mut,0,HOMEZ,1,1,1
mut,0,HOPX,0,1,1
mut,0,HOXA10,1,1,1
mut,0,HOXA5,1,1,1
mut,0,HOXB2,1,1,1
mut,0,HP,1,1,1
mut,0,HRH1,1,1,1
mut,0,HSD11B1L,1,1,1
mut,0,HSD17B4,1,1,1
mut,0,HSF2BP,1,1,1
mut,0,HSF4,0,1,1
mut,0,HSP90AA1,1,1,1
mut,0,HSP90AB1,1,1,1
mut,0,HSP90B1,1,1,1
mut,0,HSPA1A,1,1,1
mut,0,HSPA1B,1,1,1
mut,0,HSPA1L,1,1,1
mut,0,HSPA5,1,1,1
mut,0,HSPA6,1,1,1
mut,0,HSPA8,1,1,1
mut,0,HSPB1,1,1,1
mut,0,HTATIP2,1,1,1
mut,0,HTR7,1,1,1
mut,0,HYAL2,1,1,1
mut,0,HYAL3,1,1,1
mut,0,HYPK,1,1,1
mut,0,IBA57,1,1,1
mut,0,ICA1L,1,1,1
mut,0,ICAM2,1,1,1
mut,0,ICAM4,1,1,1
mut,0,ID1,1,1,1
mut,0,ID2,0,1,1
mut,0,ID3,1,1,1
mut,0,IDH2,1,1,1
mut,0,IDH3G,1,1,1
mut,0,IDI1,1,1,1
mut,0,IER2,1,1,1
mut,0,IER3,1,1,1
mut,0,IFI27,1,1,1
mut,0,IFI30,1,1,1
mut,0,IFI35,1,1,1
mut,0,IFI44,1,1,1
mut,0,IFI44L,1,1,1
mut,0,IFI6,1,1,1
mut,0,IFIT1,1,1,1
mut,0,IFIT2,1,1,1
mut,0,IFIT3,1,1,1
mut,0,IFIT5,1,1,1
mut,0,IFITM1,1,1,1
mut,0,IFITM2,0,1,1
mut,0,IFITM3,1,1,1
mut,0,IFT172,1,1,1
mut,0,IFT88,1,1,1
mut,0,IGF2R,1,1,1
mut,0,IGFBP2,1,1,1
mut,0,IGFBP6,1,1,1
mut,0,IGJ,1,1,1
mut,0,IGSF6,1,1,1
mut,0,IKZF1,1,1,1
mut,0,IL11RA,1,1,1
mut,0,IL18BP,1,1,1
mut,0,IL1A,1,1,1
mut,0,IL1B,1,1,1
mut,0,IL1R2,1,1,1
mut,0,IL1RN,1,1,1
mut,0,IL21R,1,1,1
mut,0,IL24,1,1,1
mut,0,IL27RA,1,1,1
mut,0,IL2RG,1,1,1
mut,0,IL32,0,1,1
mut,0,IL4I1,1,1,1
mut,0,IL7,0,1,1
mut,0,IL7R,1,1,1
mut,0,IL8,0,1,1
mut,0,ILVBL,1,1,1
mut,0,INO80D,1,1,1
mut,0,INPP1,1,1,1
mut,0,INPP4B,1,1,1
mut,0,INPP5A,1,1,1
mut,0,INSIG1,1,1,1
mut,0,INSR,1,1,1
mut,0,INTS12,1,1,1
mut,0,INTS5,1,1,1
mut,0,INTS6,1,1,1
mut,0,IPPK,1,1,1
mut,0,IQCK,1,1,1
mut,0,IRAK4,1,1,1
mut,0,IRF1,1,1,1
mut,0,IRF2,1,1,1
mut,0,IRF2BPL,1,1,1
mut,0,IRF4,1,1,1
mut,0,IRS2,1,1,1
mut,0,IRX5,1,1,1
mut,0,ISG15,1,1,1
mut,0,ISG20,1,1,1
mut,0,ISOC1,1,1,1
mut,0,ITGA2B,1,1,1
mut,0,ITGA4,1,1,1
mut,0,ITGA5,1,1,1
mut,0,ITGB1BP2,1,1,1
mut,0,ITLN1,1,1,1
mut,0,ITM2A,1,1,1
mut,0,ITPKB,1,1,1
mut,0,ITSN1,1,1,1
mut,0,IVD,1,1,1
mut,0,JMJD4,1,1,1
mut,0,JPH4,1,1,1
mut,0,JRKL,1,1,1
mut,0,JUN,1,1,1
mut,0,JUNB,1,1,1
mut,0,KANSL1,1,1,1
mut,0,KANSL1L,1,1,1
mut,0,KAZALD1,0,1,1
