metavar,cluster,gene,statistic,p.value,FDR
dx,all,DOC2A,19,0.372727272727273,0.474032634032634
dx,all,DPM2,19,0.372727272727273,0.474032634032634
dx,all,DRAP1,17,0.6,0.650491803278689
dx,all,DST,20,0.281818181818182,0.474032634032634
dx,all,DSTN,18,0.481818181818182,0.557067175248993
dx,all,DUOX1,10,0.6,0.650491803278689
dx,all,DUSP10,20,0.281818181818182,0.474032634032634
dx,all,DUSP2,18,0.481818181818182,0.557067175248993
dx,all,DUSP5,19,0.372727272727273,0.474032634032634
dx,all,DUSP6,20,0.281818181818182,0.474032634032634
dx,all,DYM,19,0.372727272727273,0.474032634032634
dx,all,DYSF,24,0.0636363636363636,0.474032634032634
dx,all,ECT2,19,0.372727272727273,0.474032634032634
dx,all,EEA1,19,0.372727272727273,0.474032634032634
dx,all,EEF1A1,13,1,1
dx,all,EEF1B2,8,0.372727272727273,0.474032634032634
dx,all,EFCAB2,18,0.481818181818182,0.557067175248993
dx,all,EFHC1,23,0.1,0.474032634032634
dx,all,EGLN1,21,0.209090909090909,0.474032634032634
dx,all,EGR1,20,0.281818181818182,0.474032634032634
dx,all,EGR2,19,0.372727272727273,0.474032634032634
dx,all,EHD1,19,0.372727272727273,0.474032634032634
dx,all,EIF2A,19,0.372727272727273,0.474032634032634
dx,all,EIF2B3,19,0.372727272727273,0.474032634032634
dx,all,EIF2S1,19,0.372727272727273,0.474032634032634
dx,all,EIF3J,18,0.481818181818182,0.557067175248993
dx,all,EIF4E,19,0.372727272727273,0.474032634032634
